Time,Displacement,Force
         0.0000,  -5.999872,    0.023,
         0.0500,  -5.999239,    0.023,
         0.1000,  -5.996202,    0.023,
         0.1500,  -5.992293,    0.024,
         0.2000,  -5.988031,    0.024,
         0.2500,  -5.983997,    0.024,
         0.3000,  -5.979738,    0.024,
         0.3500,  -5.975633,    0.024,
         0.4000,  -5.971493,    0.024,
         0.4500,  -5.967218,    0.024,
         0.5000,  -5.963019,    0.024,
         0.5500,  -5.958954,    0.024,
         0.6000,  -5.954625,    0.024,
         0.6500,  -5.950683,    0.024,
         0.7000,  -5.946426,    0.024,
         0.7500,  -5.942213,    0.025,
         0.8000,  -5.938017,    0.025,
         0.8500,  -5.933769,    0.025,
         0.9000,  -5.929495,    0.026,
         0.9500,  -5.925391,    0.025,
         1.0000,  -5.921227,    0.026,
         1.0500,  -5.916971,    0.026,
         1.1000,  -5.912869,    0.026,
         1.1500,  -5.908749,    0.026,
         1.2000,  -5.904525,    0.026,
         1.2500,  -5.900373,    0.026,
         1.3000,  -5.896205,    0.026,
         1.3500,  -5.892064,    0.026,
         1.4000,  -5.887850,    0.026,
         1.4500,  -5.883792,    0.026,
         1.5000,  -5.879619,    0.026,
         1.5500,  -5.875332,    0.026,
         1.6000,  -5.871146,    0.026,
         1.6500,  -5.866876,    0.027,
         1.7000,  -5.862816,    0.027,
         1.7500,  -5.858543,    0.027,
         1.8000,  -5.854403,    0.027,
         1.8500,  -5.850216,    0.027,
         1.9000,  -5.845957,    0.027,
         1.9500,  -5.841973,    0.027,
         2.0000,  -5.837777,    0.028,
         2.0500,  -5.833626,    0.028,
         2.1000,  -5.829506,    0.028,
         2.1500,  -5.825267,    0.028,
         2.2000,  -5.821170,    0.028,
         2.2500,  -5.816934,    0.028,
         2.3000,  -5.812681,    0.028,
         2.3500,  -5.808497,    0.028,
         2.4000,  -5.804295,    0.028,
         2.4500,  -5.800175,    0.028,
         2.5000,  -5.795916,    0.028,
         2.5500,  -5.791840,    0.028,
         2.6000,  -5.787658,    0.028,
         2.6500,  -5.783573,    0.029,
         2.7000,  -5.779318,    0.028,
         2.7500,  -5.775165,    0.029,
         2.8000,  -5.771051,    0.029,
         2.8500,  -5.766913,    0.029,
         2.9000,  -5.762752,    0.030,
         2.9500,  -5.758526,    0.030,
         3.0000,  -5.754270,    0.030,
         3.0500,  -5.750015,    0.030,
         3.1000,  -5.745943,    0.030,
         3.1500,  -5.741686,    0.030,
         3.2000,  -5.737582,    0.030,
         3.2500,  -5.733431,    0.030,
         3.3000,  -5.729295,    0.030,
         3.3500,  -5.725089,    0.030,
         3.4000,  -5.720943,    0.030,
         3.4500,  -5.716846,    0.030,
         3.5000,  -5.712666,    0.031,
         3.5500,  -5.708448,    0.030,
         3.6000,  -5.704353,    0.031,
         3.6500,  -5.700137,    0.031,
         3.7000,  -5.695923,    0.031,
         3.7500,  -5.691661,    0.031,
         3.8000,  -5.687529,    0.032,
         3.8500,  -5.683312,    0.032,
         3.9000,  -5.679180,    0.032,
         3.9500,  -5.675061,    0.032,
         4.0000,  -5.670815,    0.033,
         4.0500,  -5.666771,    0.033,
         4.1000,  -5.662599,    0.033,
         4.1500,  -5.658410,    0.033,
         4.2000,  -5.654290,    0.033,
         4.2500,  -5.650126,    0.033,
         4.3000,  -5.645945,    0.033,
         4.3500,  -5.641636,    0.033,
         4.4000,  -5.637452,    0.033,
         4.4500,  -5.633311,    0.033,
         4.5000,  -5.629179,    0.034,
         4.5500,  -5.624972,    0.034,
         4.6000,  -5.620856,    0.034,
         4.6500,  -5.616699,    0.034,
         4.7000,  -5.612523,    0.035,
         4.7500,  -5.608283,    0.035,
         4.8000,  -5.604186,    0.035,
         4.8500,  -5.599989,    0.035,
         4.9000,  -5.595939,    0.035,
         4.9500,  -5.591772,    0.035,
         5.0000,  -5.587565,    0.035,
         5.0500,  -5.583329,    0.035,
         5.1000,  -5.579073,    0.035,
         5.1500,  -5.574882,    0.036,
         5.2000,  -5.570727,    0.036,
         5.2500,  -5.566723,    0.036,
         5.3000,  -5.562389,    0.036,
         5.3500,  -5.558251,    0.036,
         5.4000,  -5.554241,    0.037,
         5.4500,  -5.549919,    0.037,
         5.5000,  -5.545838,    0.037,
         5.5500,  -5.541663,    0.037,
         5.6000,  -5.537470,    0.037,
         5.6500,  -5.533482,    0.037,
         5.7000,  -5.529055,    0.037,
         5.7500,  -5.524868,    0.037,
         5.8000,  -5.520695,    0.037,
         5.8500,  -5.516567,    0.037,
         5.9000,  -5.512347,    0.037,
         5.9500,  -5.508238,    0.037,
         6.0000,  -5.504060,    0.037,
         6.0500,  -5.499938,    0.038,
         6.1000,  -5.495723,    0.038,
         6.1500,  -5.491696,    0.038,
         6.2000,  -5.487498,    0.038,
         6.2500,  -5.483248,    0.039,
         6.3000,  -5.479071,    0.039,
         6.3500,  -5.474927,    0.039,
         6.4000,  -5.470736,    0.039,
         6.4500,  -5.466425,    0.039,
         6.5000,  -5.462341,    0.039,
         6.5500,  -5.458255,    0.039,
         6.6000,  -5.453949,    0.039,
         6.6500,  -5.449984,    0.039,
         6.7000,  -5.445602,    0.039,
         6.7500,  -5.441590,    0.039,
         6.8000,  -5.437385,    0.040,
         6.8500,  -5.433359,    0.040,
         6.9000,  -5.429061,    0.040,
         6.9500,  -5.424889,    0.040,
         7.0000,  -5.420722,    0.040,
         7.0500,  -5.416405,    0.041,
         7.1000,  -5.412352,    0.041,
         7.1500,  -5.408095,    0.041,
         7.2000,  -5.404029,    0.041,
         7.2500,  -5.399793,    0.041,
         7.3000,  -5.395594,    0.041,
         7.3500,  -5.391468,    0.041,
         7.4000,  -5.387363,    0.041,
         7.4500,  -5.383212,    0.042,
         7.5000,  -5.379040,    0.042,
         7.5500,  -5.374924,    0.042,
         7.6000,  -5.370681,    0.042,
         7.6500,  -5.366504,    0.043,
         7.7000,  -5.362298,    0.043,
         7.7500,  -5.358104,    0.043,
         7.8000,  -5.353935,    0.043,
         7.8500,  -5.349640,    0.043,
         7.9000,  -5.345664,    0.043,
         7.9500,  -5.341499,    0.043,
         8.0000,  -5.337256,    0.044,
         8.0500,  -5.333108,    0.044,
         8.1000,  -5.329035,    0.044,
         8.1500,  -5.324773,    0.044,
         8.2000,  -5.320631,    0.045,
         8.2500,  -5.316602,    0.045,
         8.3000,  -5.312395,    0.045,
         8.3500,  -5.307993,    0.045,
         8.4000,  -5.303834,    0.045,
         8.4500,  -5.299795,    0.045,
         8.5000,  -5.295584,    0.045,
         8.5500,  -5.291351,    0.046,
         8.6000,  -5.287253,    0.046,
         8.6500,  -5.283057,    0.046,
         8.7000,  -5.278966,    0.046,
         8.7500,  -5.274750,    0.047,
         8.8000,  -5.270634,    0.047,
         8.8500,  -5.266559,    0.047,
         8.9000,  -5.262184,    0.047,
         8.9500,  -5.258130,    0.047,
         9.0000,  -5.253810,    0.047,
         9.0500,  -5.249709,    0.047,
         9.1000,  -5.245609,    0.048,
         9.1500,  -5.241327,    0.048,
         9.2000,  -5.237313,    0.048,
         9.2500,  -5.233060,    0.048,
         9.3000,  -5.228821,    0.049,
         9.3500,  -5.224801,    0.049,
         9.4000,  -5.220561,    0.049,
         9.4500,  -5.216402,    0.049,
         9.5000,  -5.212357,    0.049,
         9.5500,  -5.208083,    0.049,
         9.6000,  -5.203744,    0.049,
         9.6500,  -5.199804,    0.050,
         9.7000,  -5.195477,    0.050,
         9.7500,  -5.191378,    0.050,
         9.8000,  -5.187183,    0.050,
         9.8500,  -5.182983,    0.051,
         9.9000,  -5.178798,    0.051,
         9.9500,  -5.174750,    0.051,
        10.0000,  -5.170614,    0.051,
        10.0500,  -5.166390,    0.051,
        10.1000,  -5.162264,    0.051,
        10.1500,  -5.158059,    0.052,
        10.2000,  -5.153848,    0.052,
        10.2500,  -5.149654,    0.053,
        10.3000,  -5.145535,    0.053,
        10.3500,  -5.141252,    0.053,
        10.4000,  -5.137171,    0.053,
        10.4500,  -5.132925,    0.054,
        10.5000,  -5.128946,    0.054,
        10.5500,  -5.124670,    0.054,
        10.6000,  -5.120500,    0.054,
        10.6500,  -5.116426,    0.054,
        10.7000,  -5.112208,    0.055,
        10.7500,  -5.108106,    0.055,
        10.8000,  -5.103793,    0.055,
        10.8500,  -5.099521,    0.056,
        10.9000,  -5.095541,    0.056,
        10.9500,  -5.091251,    0.056,
        11.0000,  -5.087055,    0.056,
        11.0500,  -5.082935,    0.056,
        11.1000,  -5.078850,    0.056,
        11.1500,  -5.074875,    0.056,
        11.2000,  -5.070408,    0.057,
        11.2500,  -5.066346,    0.058,
        11.3000,  -5.062247,    0.058,
        11.3500,  -5.058047,    0.058,
        11.4000,  -5.053890,    0.058,
        11.4500,  -5.049568,    0.058,
        11.5000,  -5.045415,    0.059,
        11.5500,  -5.041279,    0.059,
        11.6000,  -5.037042,    0.059,
        11.6500,  -5.033008,    0.059,
        11.7000,  -5.028836,    0.060,
        11.7500,  -5.024681,    0.060,
        11.8000,  -5.020526,    0.060,
        11.8500,  -5.016397,    0.060,
        11.9000,  -5.012191,    0.061,
        11.9500,  -5.008069,    0.061,
        12.0000,  -5.003864,    0.061,
        12.0500,  -4.999498,    0.062,
        12.1000,  -4.995432,    0.062,
        12.1500,  -4.991202,    0.062,
        12.2000,  -4.987091,    0.062,
        12.2500,  -4.982939,    0.063,
        12.3000,  -4.978789,    0.063,
        12.3500,  -4.974673,    0.064,
        12.4000,  -4.970587,    0.064,
        12.4500,  -4.966333,    0.064,
        12.5000,  -4.962148,    0.064,
        12.5500,  -4.958055,    0.064,
        12.6000,  -4.953824,    0.065,
        12.6500,  -4.949597,    0.065,
        12.7000,  -4.945303,    0.065,
        12.7500,  -4.941306,    0.066,
        12.8000,  -4.937042,    0.066,
        12.8500,  -4.932892,    0.066,
        12.9000,  -4.928864,    0.066,
        12.9500,  -4.924554,    0.067,
        13.0000,  -4.920461,    0.067,
        13.0500,  -4.916306,    0.067,
        13.1000,  -4.912181,    0.068,
        13.1500,  -4.907942,    0.068,
        13.2000,  -4.903855,    0.068,
        13.2500,  -4.899566,    0.069,
        13.3000,  -4.895359,    0.069,
        13.3500,  -4.891173,    0.070,
        13.4000,  -4.887011,    0.070,
        13.4500,  -4.882920,    0.070,
        13.5000,  -4.878796,    0.070,
        13.5500,  -4.874571,    0.071,
        13.6000,  -4.870473,    0.071,
        13.6500,  -4.866282,    0.072,
        13.7000,  -4.862143,    0.072,
        13.7500,  -4.857973,    0.072,
        13.8000,  -4.853720,    0.072,
        13.8500,  -4.849512,    0.073,
        13.9000,  -4.845387,    0.074,
        13.9500,  -4.841174,    0.074,
        14.0000,  -4.837090,    0.074,
        14.0500,  -4.832819,    0.075,
        14.1000,  -4.828754,    0.075,
        14.1500,  -4.824559,    0.075,
        14.2000,  -4.820414,    0.076,
        14.2500,  -4.816199,    0.076,
        14.3000,  -4.812166,    0.076,
        14.3500,  -4.808091,    0.077,
        14.4000,  -4.803595,    0.077,
        14.4500,  -4.799486,    0.077,
        14.5000,  -4.795243,    0.077,
        14.5500,  -4.791214,    0.078,
