Time,Displacement,Force
         0.0000,  -5.999710,    0.037,
         0.0500,  -5.999475,    0.037,
         0.1000,  -5.996495,    0.037,
         0.1500,  -5.992589,    0.039,
         0.2000,  -5.988539,    0.040,
         0.2500,  -5.984353,    0.041,
         0.3000,  -5.980113,    0.042,
         0.3500,  -5.976140,    0.043,
         0.4000,  -5.971865,    0.044,
         0.4500,  -5.967604,    0.045,
         0.5000,  -5.963511,    0.047,
         0.5500,  -5.959290,    0.047,
         0.6000,  -5.955120,    0.049,
         0.6500,  -5.951093,    0.049,
         0.7000,  -5.946717,    0.051,
         0.7500,  -5.942685,    0.052,
         0.8000,  -5.938439,    0.053,
         0.8500,  -5.934179,    0.054,
         0.9000,  -5.929904,    0.056,
         0.9500,  -5.925722,    0.056,
         1.0000,  -5.921629,    0.058,
         1.0500,  -5.917388,    0.059,
         1.1000,  -5.913258,    0.060,
         1.1500,  -5.909075,    0.061,
         1.2000,  -5.904904,    0.062,
         1.2500,  -5.900768,    0.063,
         1.3000,  -5.896616,    0.064,
         1.3500,  -5.892454,    0.065,
         1.4000,  -5.888315,    0.066,
         1.4500,  -5.884038,    0.068,
         1.5000,  -5.879959,    0.068,
         1.5500,  -5.875732,    0.070,
         1.6000,  -5.871385,    0.071,
         1.6500,  -5.867273,    0.072,
         1.7000,  -5.863099,    0.074,
         1.7500,  -5.858932,    0.075,
         1.8000,  -5.854794,    0.076,
         1.8500,  -5.850735,    0.077,
         1.9000,  -5.846481,    0.078,
         1.9500,  -5.842215,    0.080,
         2.0000,  -5.838164,    0.081,
         2.0500,  -5.833976,    0.082,
         2.1000,  -5.829813,    0.083,
         2.1500,  -5.825648,    0.085,
         2.2000,  -5.821505,    0.086,
         2.2500,  -5.817364,    0.087,
         2.3000,  -5.813039,    0.089,
         2.3500,  -5.808852,    0.089,
         2.4000,  -5.804640,    0.091,
         2.4500,  -5.800526,    0.092,
         2.5000,  -5.796339,    0.094,
         2.5500,  -5.792233,    0.096,
         2.6000,  -5.788074,    0.096,
         2.6500,  -5.783771,    0.098,
         2.7000,  -5.779725,    0.100,
         2.7500,  -5.775607,    0.101,
         2.8000,  -5.771403,    0.102,
         2.8500,  -5.767241,    0.104,
         2.9000,  -5.763089,    0.105,
         2.9500,  -5.758985,    0.106,
         3.0000,  -5.754537,    0.108,
         3.0500,  -5.750434,    0.110,
         3.1000,  -5.746226,    0.111,
         3.1500,  -5.742075,    0.112,
         3.2000,  -5.737843,    0.114,
         3.2500,  -5.733943,    0.116,
         3.3000,  -5.729609,    0.117,
         3.3500,  -5.725450,    0.119,
         3.4000,  -5.721366,    0.120,
         3.4500,  -5.717060,    0.122,
         3.5000,  -5.712877,    0.123,
         3.5500,  -5.709056,    0.125,
         3.6000,  -5.704689,    0.127,
         3.6500,  -5.700603,    0.129,
         3.7000,  -5.696263,    0.130,
         3.7500,  -5.692019,    0.132,
         3.8000,  -5.687846,    0.133,
         3.8500,  -5.683678,    0.136,
         3.9000,  -5.679508,    0.137,
         3.9500,  -5.675359,    0.139,
         4.0000,  -5.671164,    0.140,
         4.0500,  -5.667131,    0.142,
         4.1000,  -5.662823,    0.144,
         4.1500,  -5.658712,    0.146,
         4.2000,  -5.654517,    0.148,
         4.2500,  -5.650391,    0.150,
         4.3000,  -5.646351,    0.152,
         4.3500,  -5.642097,    0.153,
         4.4000,  -5.637824,    0.155,
         4.4500,  -5.633502,    0.157,
         4.5000,  -5.629450,    0.159,
         4.5500,  -5.625260,    0.161,
         4.6000,  -5.621155,    0.163,
         4.6500,  -5.616942,    0.165,
         4.7000,  -5.612846,    0.167,
         4.7500,  -5.608598,    0.169,
         4.8000,  -5.604586,    0.171,
         4.8500,  -5.600266,    0.173,
         4.9000,  -5.596262,    0.175,
         4.9500,  -5.591998,    0.177,
         5.0000,  -5.587879,    0.179,
         5.0500,  -5.583719,    0.181,
         5.1000,  -5.579390,    0.183,
         5.1500,  -5.575114,    0.185,
         5.2000,  -5.571040,    0.187,
         5.2500,  -5.567067,    0.189,
         5.3000,  -5.562741,    0.191,
         5.3500,  -5.558545,    0.193,
         5.4000,  -5.554503,    0.195,
