time,Force,Displacement
        27.7000,  -3.695353,    0.351,
        27.7500,  -3.691073,    0.352,
        27.8000,  -3.686892,    0.353,
        27.8500,  -3.682893,    0.354,
        27.9000,  -3.678680,    0.355,
        27.9500,  -3.674433,    0.356,
        28.0000,  -3.670432,    0.357,
        28.0500,  -3.666046,    0.358,
        28.1000,  -3.661875,    0.359,
        28.1500,  -3.657710,    0.360,
        28.2000,  -3.653618,    0.361,
        28.2500,  -3.649364,    0.362,
        28.3000,  -3.645311,    0.363,
        28.3500,  -3.641109,    0.365,
        28.4000,  -3.636972,    0.365,
        28.4500,  -3.632820,    0.367,
        28.5000,  -3.628614,    0.367,
        28.5500,  -3.624436,    0.369,
        28.6000,  -3.620276,    0.369,
        28.6500,  -3.616145,    0.371,
        28.7000,  -3.611761,    0.371,
        28.7500,  -3.607757,    0.373,
        28.8000,  -3.603511,    0.373,
        28.8500,  -3.599453,    0.374,
        28.9000,  -3.595195,    0.375,
        28.9500,  -3.591146,    0.376,
        29.0000,  -3.586934,    0.377,
        29.0500,  -3.582823,    0.378,
        29.1000,  -3.578596,    0.379,
        29.1500,  -3.574590,    0.380,
        29.2000,  -3.570212,    0.381,
        29.2500,  -3.566047,    0.383,
        29.3000,  -3.561870,    0.383,
        29.3500,  -3.557729,    0.385,
        29.4000,  -3.553451,    0.386,
        29.4500,  -3.549394,    0.387,
        29.5000,  -3.545206,    0.388,
        29.5500,  -3.541138,    0.390,
        29.6000,  -3.536934,    0.390,
        29.6500,  -3.532839,    0.392,
        29.7000,  -3.528568,    0.392,
        29.7500,  -3.524536,    0.394,
        29.8000,  -3.520065,    0.395,
        29.8500,  -3.516065,    0.396,
        29.9000,  -3.511802,    0.397,
        29.9500,  -3.507667,    0.398,
        30.0000,  -3.503582,    0.399,
        30.0500,  -3.499431,    0.400,
        30.1000,  -3.495171,    0.401,
        30.1500,  -3.491039,    0.402,
        30.2000,  -3.486943,    0.402,
        30.2500,  -3.482820,    0.403,
        30.3000,  -3.478640,    0.404,
        30.3500,  -3.474511,    0.405,
        30.4000,  -3.470093,    0.406,
        30.4500,  -3.465886,    0.407,
        30.5000,  -3.461801,    0.408,
        30.5500,  -3.457657,    0.409,
        30.6000,  -3.453549,    0.409,
        30.6500,  -3.449415,    0.410,
        30.7000,  -3.445222,    0.411,
        30.7500,  -3.441063,    0.412,
        30.8000,  -3.436909,    0.413,
        30.8500,  -3.432824,    0.413,
        30.9000,  -3.428608,    0.415,
        30.9500,  -3.424287,    0.415,
        31.0000,  -3.420167,    0.417,
        31.0500,  -3.415840,    0.417,
        31.1000,  -3.411833,    0.419,
        31.1500,  -3.407700,    0.419,
        31.2000,  -3.403549,    0.420,
        31.2500,  -3.399324,    0.421,
        31.3000,  -3.395176,    0.422,
        31.3500,  -3.390986,    0.423,
        31.4000,  -3.386935,    0.424,
        31.4500,  -3.382832,    0.425,
        31.5000,  -3.378563,    0.426,
        31.5500,  -3.374284,    0.428,
        31.6000,  -3.370042,    0.429,
        31.6500,  -3.365985,    0.430,
        31.7000,  -3.361808,    0.431,
        31.7500,  -3.357690,    0.432,
        31.8000,  -3.353537,    0.432,
        31.8500,  -3.349357,    0.434,
        31.9000,  -3.345166,    0.434,
        31.9500,  -3.341010,    0.436,
        32.0000,  -3.337083,    0.436,
        32.0500,  -3.332659,    0.438,
        32.1000,  -3.328608,    0.439,
        32.1500,  -3.324326,    0.440,
        32.2000,  -3.319981,    0.441,
        32.2500,  -3.315947,    0.442,
        32.3000,  -3.311906,    0.443,
        32.3500,  -3.307591,    0.444,
        32.4000,  -3.303463,    0.446,
        32.4500,  -3.299364,    0.446,
        32.5000,  -3.295177,    0.448,
        32.5500,  -3.291057,    0.449,
        32.6000,  -3.286925,    0.450,
        32.6500,  -3.282816,    0.451,
        32.7000,  -3.278509,    0.453,
        32.7500,  -3.274196,    0.454,
        32.8000,  -3.270040,    0.455,
        32.8500,  -3.265962,    0.456,
        32.9000,  -3.261836,    0.457,
        32.9500,  -3.257661,    0.458,
        33.0000,  -3.253553,    0.459,
        33.0500,  -3.249249,    0.461,
        33.1000,  -3.245195,    0.461,
        33.1500,  -3.241004,    0.463,
        33.2000,  -3.236906,    0.464,
        33.2500,  -3.232778,    0.465,
        33.3000,  -3.228405,    0.467,
        33.3500,  -3.224374,    0.467,
        33.4000,  -3.220088,    0.469,
        33.4500,  -3.216031,    0.470,
        33.5000,  -3.211785,    0.472,
        33.5500,  -3.207645,    0.472,
        33.6000,  -3.203327,    0.474,
        33.6500,  -3.199439,    0.475,
        33.7000,  -3.195231,    0.476,
        33.7500,  -3.191052,    0.478,
        33.8000,  -3.186813,    0.479,
        33.8500,  -3.182733,    0.480,
        33.9000,  -3.178592,    0.481,
        33.9500,  -3.174191,    0.482,
        34.0000,  -3.170169,    0.484,
        34.0500,  -3.165974,    0.485,
        34.1000,  -3.161715,    0.486,
        34.1500,  -3.157601,    0.488,
        34.2000,  -3.153616,    0.488,
        34.2500,  -3.149243,    0.490,
        34.3000,  -3.145242,    0.491,
        34.3500,  -3.141023,    0.493,
        34.4000,  -3.136859,    0.494,
        34.4500,  -3.132772,    0.495,
        34.5000,  -3.128423,    0.497,
        34.5500,  -3.124226,    0.498,
        34.6000,  -3.120028,    0.499,
        34.6500,  -3.115981,    0.501,
        34.7000,  -3.111691,    0.502,
        34.7500,  -3.107723,    0.503,
        34.8000,  -3.103399,    0.504,
        34.8500,  -3.099467,    0.505,
        34.9000,  -3.095126,    0.507,
        34.9500,  -3.091090,    0.508,
        35.0000,  -3.086697,    0.510,
        35.0500,  -3.082791,    0.511,
        35.1000,  -3.078460,    0.512,
        35.1500,  -3.074231,    0.514,
        35.2000,  -3.070076,    0.515,
        35.2500,  -3.066036,    0.516,
        35.3000,  -3.061676,    0.517,
        35.3500,  -3.057771,    0.518,
        35.4000,  -3.053409,    0.520,
        35.4500,  -3.049354,    0.521,
        35.5000,  -3.045155,    0.522,
        35.5500,  -3.041054,    0.523,
        35.6000,  -3.036935,    0.524,
        35.6500,  -3.032728,    0.526,
        35.7000,  -3.028444,    0.526,
        35.7500,  -3.024308,    0.528,
        35.8000,  -3.020071,    0.529,
        35.8500,  -3.015866,    0.530,
        35.9000,  -3.011761,    0.532,
        35.9500,  -3.007591,    0.533,
        36.0000,  -3.003580,    0.534,
        36.0500,  -2.999311,    0.535,
        36.1000,  -2.995209,    0.537,
        36.1500,  -2.991022,    0.538,
        36.2000,  -2.986816,    0.539,
        36.2500,  -2.982761,    0.541,
        36.3000,  -2.978534,    0.543,
        36.3500,  -2.974174,    0.544,
        36.4000,  -2.970032,    0.545,
        36.4500,  -2.965803,    0.546,
        36.5000,  -2.961790,    0.547,
        36.5500,  -2.957582,    0.549,
