Time,Displacement,Force
         0.0000,  -5.999767,    0.026,
         0.0500,  -5.999254,    0.026,
         0.1000,  -5.996220,    0.026,
         0.1500,  -5.992202,    0.026,
         0.2000,  -5.988103,    0.026,
         0.2500,  -5.983994,    0.026,
         0.3000,  -5.979795,    0.027,
         0.3500,  -5.975626,    0.027,
         0.4000,  -5.971365,    0.027,
         0.4500,  -5.967196,    0.027,
         0.5000,  -5.963127,    0.027,
         0.5500,  -5.958892,    0.027,
         0.6000,  -5.954700,    0.027,
         0.6500,  -5.950545,    0.028,
         0.7000,  -5.946420,    0.028,
         0.7500,  -5.942265,    0.028,
         0.8000,  -5.937938,    0.028,
         0.8500,  -5.933700,    0.028,
         0.9000,  -5.929658,    0.028,
         0.9500,  -5.925274,    0.028,
         1.0000,  -5.921245,    0.028,
         1.0500,  -5.917045,    0.028,
         1.1000,  -5.912904,    0.028,
         1.1500,  -5.908688,    0.028,
         1.2000,  -5.904614,    0.028,
         1.2500,  -5.900380,    0.029,
         1.3000,  -5.896174,    0.029,
         1.3500,  -5.892079,    0.029,
         1.4000,  -5.887943,    0.029,
         1.4500,  -5.883660,    0.029,
         1.5000,  -5.879613,    0.029,
         1.5500,  -5.875221,    0.030,
         1.6000,  -5.871114,    0.030,
         1.6500,  -5.866855,    0.030,
         1.7000,  -5.862742,    0.030,
         1.7500,  -5.858601,    0.030,
         1.8000,  -5.854400,    0.030,
         1.8500,  -5.850288,    0.030,
         1.9000,  -5.846083,    0.030,
         1.9500,  -5.841917,    0.030,
         2.0000,  -5.837662,    0.030,
         2.0500,  -5.833601,    0.030,
         2.1000,  -5.829552,    0.031,
         2.1500,  -5.825323,    0.031,
         2.2000,  -5.821077,    0.031,
         2.2500,  -5.816844,    0.031,
         2.3000,  -5.812644,    0.031,
         2.3500,  -5.808536,    0.032,
         2.4000,  -5.804341,    0.032,
         2.4500,  -5.800087,    0.032,
         2.5000,  -5.795945,    0.032,
         2.5500,  -5.791923,    0.032,
         2.6000,  -5.787595,    0.033,
         2.6500,  -5.783489,    0.033,
         2.7000,  -5.779370,    0.033,
         2.7500,  -5.775156,    0.033,
         2.8000,  -5.771114,    0.033,
         2.8500,  -5.766875,    0.033,
         2.9000,  -5.762774,    0.033,
         2.9500,  -5.758524,    0.033,
         3.0000,  -5.754145,    0.034,
         3.0500,  -5.750064,    0.034,
         3.1000,  -5.745925,    0.034,
         3.1500,  -5.741736,    0.034,
         3.2000,  -5.737588,    0.035,
         3.2500,  -5.733402,    0.035,
         3.3000,  -5.729250,    0.035,
         3.3500,  -5.725240,    0.035,
         3.4000,  -5.720897,    0.035,
         3.4500,  -5.716747,    0.035,
         3.5000,  -5.712664,    0.035,
         3.5500,  -5.708504,    0.035,
         3.6000,  -5.704352,    0.035,
         3.6500,  -5.700195,    0.035,
         3.7000,  -5.695807,    0.035,
         3.7500,  -5.691635,    0.036,
         3.8000,  -5.687434,    0.036,
         3.8500,  -5.683423,    0.036,
         3.9000,  -5.679253,    0.036,
         3.9500,  -5.674990,    0.037,
         4.0000,  -5.670967,    0.037,
         4.0500,  -5.666593,    0.037,
         4.1000,  -5.662597,    0.037,
         4.1500,  -5.658444,    0.037,
         4.2000,  -5.654250,    0.037,
         4.2500,  -5.650092,    0.037,
         4.3000,  -5.645944,    0.037,
         4.3500,  -5.641781,    0.037,
         4.4000,  -5.637386,    0.037,
         4.4500,  -5.633219,    0.037,
         4.5000,  -5.629224,    0.037,
         4.5500,  -5.624892,    0.038,
         4.6000,  -5.620914,    0.038,
         4.6500,  -5.616614,    0.038,
         4.7000,  -5.612527,    0.038,
         4.7500,  -5.608273,    0.038,
         4.8000,  -5.604222,    0.038,
         4.8500,  -5.600055,    0.039,
         4.9000,  -5.595896,    0.039,
         4.9500,  -5.591749,    0.039,
         5.0000,  -5.587569,    0.039,
         5.0500,  -5.583344,    0.039,
         5.1000,  -5.579011,    0.039,
         5.1500,  -5.574961,    0.039,
         5.2000,  -5.570696,    0.039,
         5.2500,  -5.566629,    0.039,
         5.3000,  -5.562469,    0.039,
         5.3500,  -5.558259,    0.039,
         5.4000,  -5.554166,    0.039,
         5.4500,  -5.550010,    0.040,
         5.5000,  -5.545816,    0.040,
         5.5500,  -5.541585,    0.040,
         5.6000,  -5.537461,    0.040,
         5.6500,  -5.533419,    0.041,
         5.7000,  -5.529181,    0.041,
         5.7500,  -5.524899,    0.041,
         5.8000,  -5.520679,    0.041,
         5.8500,  -5.516562,    0.041,
         5.9000,  -5.512409,    0.041,
         5.9500,  -5.508208,    0.041,
         6.0000,  -5.504056,    0.041,
         6.0500,  -5.499967,    0.042,
         6.1000,  -5.495676,    0.042,
         6.1500,  -5.491691,    0.042,
         6.2000,  -5.487476,    0.042,
         6.2500,  -5.483259,    0.042,
         6.3000,  -5.479188,    0.043,
