Time,Displacement,Force
         0.0000,  -6.000156,    0.045,
         0.0500,  -5.999555,    0.045,
         0.1000,  -5.996504,    0.046,
         0.1500,  -5.992425,    0.047,
         0.2000,  -5.988239,    0.047,
         0.2500,  -5.984150,    0.047,
         0.3000,  -5.980032,    0.048,
         0.3500,  -5.975775,    0.049,
         0.4000,  -5.971588,    0.049,
         0.4500,  -5.967483,    0.050,
         0.5000,  -5.963230,    0.050,
         0.5500,  -5.959111,    0.051,
         0.6000,  -5.954823,    0.051,
         0.6500,  -5.950776,    0.051,
         0.7000,  -5.946689,    0.052,
         0.7500,  -5.942424,    0.053,
         0.8000,  -5.938245,    0.054,
         0.8500,  -5.933880,    0.054,
         0.9000,  -5.929712,    0.054,
         0.9500,  -5.925674,    0.055,
         1.0000,  -5.921428,    0.056,
         1.0500,  -5.917157,    0.056,
         1.1000,  -5.913036,    0.056,
         1.1500,  -5.908992,    0.057,
         1.2000,  -5.904793,    0.058,
         1.2500,  -5.900473,    0.058,
         1.3000,  -5.896442,    0.058,
         1.3500,  -5.892285,    0.059,
         1.4000,  -5.887993,    0.059,
         1.4500,  -5.884081,    0.060,
         1.5000,  -5.879675,    0.060,
         1.5500,  -5.875589,    0.061,
         1.6000,  -5.871223,    0.062,
         1.6500,  -5.867071,    0.062,
         1.7000,  -5.862898,    0.062,
         1.7500,  -5.858786,    0.063,
         1.8000,  -5.854635,    0.063,
         1.8500,  -5.850487,    0.064,
         1.9000,  -5.846265,    0.064,
         1.9500,  -5.842119,    0.065,
         2.0000,  -5.837929,    0.065,
         2.0500,  -5.833837,    0.066,
         2.1000,  -5.829654,    0.066,
         2.1500,  -5.825487,    0.066,
         2.2000,  -5.821353,    0.067,
         2.2500,  -5.817121,    0.068,
         2.3000,  -5.812910,    0.068,
         2.3500,  -5.808606,    0.068,
         2.4000,  -5.804471,    0.069,
         2.4500,  -5.800340,    0.070,
         2.5000,  -5.796237,    0.070,
         2.5500,  -5.792084,    0.070,
         2.6000,  -5.787740,    0.071,
         2.6500,  -5.783781,    0.072,
         2.7000,  -5.779509,    0.072,
         2.7500,  -5.775378,    0.073,
         2.8000,  -5.771274,    0.073,
         2.8500,  -5.767051,    0.074,
         2.9000,  -5.762869,    0.075,
         2.9500,  -5.758748,    0.075,
         3.0000,  -5.754454,    0.076,
         3.0500,  -5.750288,    0.076,
