Time,Displacement,Force
         0.0000,  -5.999744,   -0.058,
         0.0500,  -5.999284,   -0.058,
         0.1000,  -5.996588,   -0.057,
         0.1500,  -5.992716,   -0.056,
         0.2000,  -5.988553,   -0.055,
         0.2500,  -5.984390,   -0.054,
         0.3000,  -5.980199,   -0.053,
         0.3500,  -5.976002,   -0.051,
         0.4000,  -5.971903,   -0.051,
         0.4500,  -5.967699,   -0.049,
         0.5000,  -5.963523,   -0.049,
         0.5500,  -5.959262,   -0.047,
         0.6000,  -5.955119,   -0.047,
         0.6500,  -5.950984,   -0.046,
         0.7000,  -5.946810,   -0.045,
         0.7500,  -5.942754,   -0.044,
         0.8000,  -5.938355,   -0.043,
         0.8500,  -5.934203,   -0.042,
         0.9000,  -5.929987,   -0.041,
         0.9500,  -5.925840,   -0.040,
         1.0000,  -5.921560,   -0.039,
         1.0500,  -5.917513,   -0.038,
         1.1000,  -5.913312,   -0.037,
         1.1500,  -5.909019,   -0.037,
         1.2000,  -5.905017,   -0.035,
         1.2500,  -5.900762,   -0.035,
         1.3000,  -5.896624,   -0.033,
         1.3500,  -5.892438,   -0.033,
         1.4000,  -5.888245,   -0.031,
         1.4500,  -5.884076,   -0.030,
         1.5000,  -5.879988,   -0.030,
         1.5500,  -5.875788,   -0.028,
         1.6000,  -5.871407,   -0.028,
         1.6500,  -5.867308,   -0.027,
         1.7000,  -5.863052,   -0.026,
         1.7500,  -5.859006,   -0.024,
         1.8000,  -5.854828,   -0.024,
         1.8500,  -5.850589,   -0.023,
         1.9000,  -5.846448,   -0.022,
         1.9500,  -5.842370,   -0.021,
         2.0000,  -5.838093,   -0.020,
         2.0500,  -5.834051,   -0.019,
         2.1000,  -5.829879,   -0.018,
         2.1500,  -5.825616,   -0.017,
         2.2000,  -5.821559,   -0.016,
         2.2500,  -5.817303,   -0.015,
         2.3000,  -5.812997,   -0.014,
         2.3500,  -5.808828,   -0.013,
         2.4000,  -5.804664,   -0.012,
         2.4500,  -5.800471,   -0.011,
         2.5000,  -5.796314,   -0.010,
         2.5500,  -5.792196,   -0.009,
         2.6000,  -5.788068,   -0.008,
         2.6500,  -5.783778,   -0.007,
         2.7000,  -5.779720,   -0.006,
         2.7500,  -5.775490,   -0.005,
         2.8000,  -5.771511,   -0.004,
         2.8500,  -5.767154,   -0.003,
         2.9000,  -5.763122,   -0.002,
         2.9500,  -5.758949,   -0.001,
         3.0000,  -5.754623,    0.000,
         3.0500,  -5.750428,    0.001,
         3.1000,  -5.746171,    0.001,
         3.1500,  -5.742146,    0.003,
         3.2000,  -5.737962,    0.003,
         3.2500,  -5.733722,    0.005,
         3.3000,  -5.729656,    0.006,
         3.3500,  -5.725447,    0.007,
         3.4000,  -5.721353,    0.007,
         3.4500,  -5.717086,    0.009,
         3.5000,  -5.712987,    0.009,
         3.5500,  -5.708836,    0.011,
         3.6000,  -5.704673,    0.012,
         3.6500,  -5.700579,    0.013,
         3.7000,  -5.696260,    0.014,
         3.7500,  -5.691969,    0.015,
         3.8000,  -5.687804,    0.016,
         3.8500,  -5.683681,    0.017,
         3.9000,  -5.679584,    0.018,
         3.9500,  -5.675417,    0.020,
         4.0000,  -5.671253,    0.020,
         4.0500,  -5.667040,    0.022,
         4.1000,  -5.662872,    0.023,
         4.1500,  -5.658744,    0.024,
         4.2000,  -5.654605,    0.025,
         4.2500,  -5.650444,    0.026,
         4.3000,  -5.646314,    0.027,
         4.3500,  -5.642176,    0.028,
         4.4000,  -5.637828,    0.030,
         4.4500,  -5.633596,    0.030,
         4.5000,  -5.629508,    0.032,
         4.5500,  -5.625315,    0.033,
         4.6000,  -5.621233,    0.035,
         4.6500,  -5.617055,    0.035,
         4.7000,  -5.612733,    0.037,
         4.7500,  -5.608677,    0.038,
         4.8000,  -5.604590,    0.039,
         4.8500,  -5.600366,    0.040,
         4.9000,  -5.596180,    0.041,
