time,Force,Displacement
        11.5500,  -5.041079,    0.192,
        11.6000,  -5.036954,    0.193,
        11.6500,  -5.032736,    0.195,
        11.7000,  -5.028607,    0.197,
        11.7500,  -5.024522,    0.199,
        11.8000,  -5.020379,    0.200,
        11.8500,  -5.016140,    0.202,
        11.9000,  -5.012075,    0.203,
        11.9500,  -5.007876,    0.205,
        12.0000,  -5.003623,    0.207,
        12.0500,  -4.999384,    0.209,
        12.1000,  -4.995234,    0.211,
        12.1500,  -4.991075,    0.213,
        12.2000,  -4.986924,    0.215,
        12.2500,  -4.982823,    0.217,
        12.3000,  -4.978555,    0.219,
        12.3500,  -4.974437,    0.220,
        12.4000,  -4.970340,    0.222,
        12.4500,  -4.966149,    0.224,
        12.5000,  -4.961974,    0.226,
        12.5500,  -4.957901,    0.228,
        12.6000,  -4.953627,    0.230,
        12.6500,  -4.949371,    0.232,
        12.7000,  -4.945202,    0.234,
        12.7500,  -4.940984,    0.236,
        12.8000,  -4.936916,    0.238,
        12.8500,  -4.932832,    0.240,
        12.9000,  -4.928583,    0.242,
        12.9500,  -4.924450,    0.244,
        13.0000,  -4.920245,    0.246,
        13.0500,  -4.916149,    0.248,
        13.1000,  -4.911912,    0.250,
        13.1500,  -4.907867,    0.252,
        13.2000,  -4.903544,    0.254,
        13.2500,  -4.899369,    0.256,
        13.3000,  -4.895211,    0.258,
        13.3500,  -4.891016,    0.260,
        13.4000,  -4.886907,    0.262,
        13.4500,  -4.882665,    0.264,
        13.5000,  -4.878655,    0.266,
        13.5500,  -4.874422,    0.268,
        13.6000,  -4.870272,    0.271,
        13.6500,  -4.866005,    0.273,
        13.7000,  -4.862007,    0.275,
        13.7500,  -4.857825,    0.276,
        13.8000,  -4.853441,    0.279,
        13.8500,  -4.849309,    0.281,
        13.9000,  -4.845154,    0.283,
        13.9500,  -4.841112,    0.285,
        14.0000,  -4.836792,    0.287,
        14.0500,  -4.832777,    0.289,
        14.1000,  -4.828509,    0.291,
        14.1500,  -4.824464,    0.293,
        14.2000,  -4.820119,    0.295,
        14.2500,  -4.816125,    0.297,
        14.3000,  -4.811974,    0.299,
        14.3500,  -4.807764,    0.301,
        14.4000,  -4.803433,    0.304,
        14.4500,  -4.799255,    0.306,
        14.5000,  -4.795222,    0.308,
        14.5500,  -4.790926,    0.310,
        14.6000,  -4.786801,    0.312,
        14.6500,  -4.782655,    0.314,
        14.7000,  -4.778597,    0.316,
        14.7500,  -4.774369,    0.319,
        14.8000,  -4.770183,    0.321,
        14.8500,  -4.766086,    0.323,
        14.9000,  -4.761863,    0.325,
        14.9500,  -4.757646,    0.328,
        15.0000,  -4.753549,    0.330,
        15.0500,  -4.749313,    0.332,
        15.1000,  -4.745016,    0.335,
        15.1500,  -4.740910,    0.337,
        15.2000,  -4.736803,    0.339,
        15.2500,  -4.732758,    0.341,
        15.3000,  -4.728450,    0.343,
        15.3500,  -4.724354,    0.346,
        15.4000,  -4.720209,    0.348,
        15.4500,  -4.716043,    0.350,
        15.5000,  -4.711866,    0.352,
        15.5500,  -4.707605,    0.354,
        15.6000,  -4.703373,    0.356,
        15.6500,  -4.699293,    0.358,
        15.7000,  -4.695088,    0.361,
        15.7500,  -4.690960,    0.363,
        15.8000,  -4.686886,    0.365,
        15.8500,  -4.682609,    0.368,
        15.9000,  -4.678433,    0.370,
        15.9500,  -4.674300,    0.372,
        16.0000,  -4.670246,    0.373,
        16.0500,  -4.666040,    0.376,
        16.1000,  -4.661841,    0.378,
        16.1500,  -4.657495,    0.381,
        16.2000,  -4.653402,    0.383,
        16.2500,  -4.649214,    0.385,
        16.3000,  -4.645160,    0.388,
        16.3500,  -4.640872,    0.390,
        16.4000,  -4.636812,    0.392,
        16.4500,  -4.632647,    0.394,
        16.5000,  -4.628470,    0.397,
        16.5500,  -4.624291,    0.399,
        16.6000,  -4.620219,    0.401,
        16.6500,  -4.616007,    0.404,
        16.7000,  -4.611694,    0.407,
        16.7500,  -4.607514,    0.409,
        16.8000,  -4.603421,    0.411,
        16.8500,  -4.599230,    0.413,
        16.9000,  -4.595008,    0.415,
        16.9500,  -4.590993,    0.418,
        17.0000,  -4.586779,    0.420,
        17.0500,  -4.582561,    0.422,
        17.1000,  -4.578505,    0.425,
        17.1500,  -4.574292,    0.427,
        17.2000,  -4.570203,    0.429,
        17.2500,  -4.566008,    0.432,
        17.3000,  -4.561707,    0.434,
        17.3500,  -4.557523,    0.436,
        17.4000,  -4.553308,    0.438,
        17.4500,  -4.549223,    0.440,
        17.5000,  -4.545058,    0.442,
        17.5500,  -4.540902,    0.444,
        17.6000,  -4.536813,    0.446,
        17.6500,  -4.532559,    0.449,
        17.7000,  -4.528483,    0.451,
        17.7500,  -4.524322,    0.453,
        17.8000,  -4.520205,    0.455,
        17.8500,  -4.515746,    0.457,
        17.9000,  -4.511711,    0.459,
        17.9500,  -4.507520,    0.462,
        18.0000,  -4.503412,    0.464,
        18.0500,  -4.499204,    0.467,
        18.1000,  -4.494947,    0.469,
        18.1500,  -4.490960,    0.472,
        18.2000,  -4.486824,    0.473,
        18.2500,  -4.482598,    0.476,
        18.3000,  -4.478496,    0.478,
        18.3500,  -4.474342,    0.480,
        18.4000,  -4.470124,    0.482,
        18.4500,  -4.465764,    0.485,
        18.5000,  -4.461687,    0.486,
        18.5500,  -4.457599,    0.489,
        18.6000,  -4.453385,    0.492,
        18.6500,  -4.449253,    0.494,
        18.7000,  -4.445058,    0.496,
        18.7500,  -4.440872,    0.498,
        18.8000,  -4.436830,    0.500,
        18.8500,  -4.432525,    0.502,
        18.9000,  -4.428478,    0.504,
        18.9500,  -4.424334,    0.506,
        19.0000,  -4.419953,    0.508,
        19.0500,  -4.415888,    0.510,
        19.1000,  -4.411702,    0.512,
        19.1500,  -4.407500,    0.514,
        19.2000,  -4.403324,    0.516,
        19.2500,  -4.399252,    0.518,
        19.3000,  -4.395008,    0.518,
        19.3500,  -4.390906,    0.516,
        19.4000,  -4.386763,    0.516,
        19.4500,  -4.382617,    0.517,
        19.5000,  -4.378498,    0.518,
        19.5500,  -4.374141,    0.520,
        19.6000,  -4.370005,    0.522,
        19.6500,  -4.365865,    0.525,
        19.7000,  -4.361698,    0.527,
        19.7500,  -4.357569,    0.530,
        19.8000,  -4.353374,    0.533,
        19.8500,  -4.349188,    0.535,
        19.9000,  -4.345042,    0.537,
        19.9500,  -4.340939,    0.540,
        20.0000,  -4.336810,    0.543,
        20.0500,  -4.332637,    0.545,
        20.1000,  -4.328375,    0.548,
        20.1500,  -4.324194,    0.551,
        20.2000,  -4.320027,    0.554,
        20.2500,  -4.315787,    0.557,
        20.3000,  -4.311689,    0.560,
        20.3500,  -4.307420,    0.562,
        20.4000,  -4.303402,    0.565,
        20.4500,  -4.299305,    0.568,
        20.5000,  -4.295064,    0.571,
        20.5500,  -4.290962,    0.573,
        20.6000,  -4.286753,    0.577,
        20.6500,  -4.282599,    0.580,
        20.7000,  -4.278318,    0.583,
        20.7500,  -4.274161,    0.585,
        20.8000,  -4.270036,    0.588,
        20.8500,  -4.265856,    0.591,
        20.9000,  -4.261668,    0.594,
        20.9500,  -4.257519,    0.597,
        21.0000,  -4.253405,    0.600,
        21.0500,  -4.249201,    0.603,
        21.1000,  -4.245066,    0.606,
        21.1500,  -4.241062,    0.608,
        21.2000,  -4.236675,    0.611,
        21.2500,  -4.232534,    0.615,
        21.3000,  -4.228293,    0.618,
        21.3500,  -4.224081,    0.621,
        21.4000,  -4.220059,    0.623,
        21.4500,  -4.215772,    0.627,
        21.5000,  -4.211778,    0.629,
        21.5500,  -4.207591,    0.632,
        21.6000,  -4.203352,    0.635,
        21.6500,  -4.199222,    0.638,
        21.7000,  -4.195049,    0.640,
        21.7500,  -4.190915,    0.643,
        21.8000,  -4.186653,    0.646,
        21.8500,  -4.182559,    0.648,
        21.9000,  -4.178241,    0.652,
        21.9500,  -4.174200,    0.654,
        22.0000,  -4.169950,    0.657,
