time,Force,Displacement
        25.4500,  -3.882824,    1.106,
        25.5000,  -3.878679,    1.111,
        25.5500,  -3.874538,    1.115,
        25.6000,  -3.870497,    1.120,
        25.6500,  -3.866253,    1.125,
        25.7000,  -3.862014,    1.129,
        25.7500,  -3.858034,    1.134,
        25.8000,  -3.853722,    1.139,
        25.8500,  -3.849413,    1.144,
        25.9000,  -3.845296,    1.149,
        25.9500,  -3.841122,    1.154,
        26.0000,  -3.837038,    1.158,
        26.0500,  -3.832899,    1.163,
        26.1000,  -3.828615,    1.168,
        26.1500,  -3.824593,    1.171,
        26.2000,  -3.820350,    1.176,
        26.2500,  -3.816252,    1.181,
        26.3000,  -3.812256,    1.186,
        26.3500,  -3.807881,    1.190,
        26.4000,  -3.803577,    1.194,
        26.4500,  -3.799466,    1.198,
        26.5000,  -3.795308,    1.203,
        26.5500,  -3.791100,    1.207,
        26.6000,  -3.787044,    1.212,
        26.6500,  -3.782943,    1.217,
        26.7000,  -3.778617,    1.222,
        26.7500,  -3.774591,    1.224,
        26.8000,  -3.770253,    1.228,
        26.8500,  -3.766250,    1.232,
        26.9000,  -3.762188,    1.236,
        26.9500,  -3.757787,    1.242,
        27.0000,  -3.753549,    1.247,
        27.0500,  -3.749522,    1.251,
        27.1000,  -3.745241,    1.257,
        27.1500,  -3.741151,    1.262,
        27.2000,  -3.737063,    1.267,
        27.2500,  -3.732863,    1.272,
        27.3000,  -3.728701,    1.278,
        27.3500,  -3.724638,    1.283,
        27.4000,  -3.720389,    1.289,
        27.4500,  -3.716294,    1.293,
        27.5000,  -3.712066,    1.299,
        27.5500,  -3.707650,    1.305,
        27.6000,  -3.703594,    1.310,
        27.6500,  -3.699533,    1.315,
        27.7000,  -3.695321,    1.321,
        27.7500,  -3.691216,    1.326,
        27.8000,  -3.687030,    1.331,
        27.8500,  -3.682912,    1.337,
        27.9000,  -3.678705,    1.342,
        27.9500,  -3.674559,    1.348,
        28.0000,  -3.670437,    1.353,
        28.0500,  -3.666151,    1.358,
        28.1000,  -3.662020,    1.364,
        28.1500,  -3.657663,    1.370,
        28.2000,  -3.653635,    1.375,
        28.2500,  -3.649520,    1.380,
        28.3000,  -3.645272,    1.386,
        28.3500,  -3.641176,    1.391,
        28.4000,  -3.637019,    1.396,
        28.4500,  -3.632859,    1.402,
        28.5000,  -3.628807,    1.407,
        28.5500,  -3.624523,    1.413,
        28.6000,  -3.620302,    1.419,
        28.6500,  -3.616257,    1.424,
        28.7000,  -3.611876,    1.431,
        28.7500,  -3.607710,    1.436,
        28.8000,  -3.603602,    1.441,
        28.8500,  -3.599105,    1.425,
        28.9000,  -3.595140,    1.419,
        28.9500,  -3.591113,    1.421,
        29.0000,  -3.587014,    1.423,
        29.0500,  -3.582734,    1.428,
        29.1000,  -3.578772,    1.432,
        29.1500,  -3.574473,    1.436,
        29.2000,  -3.570308,    1.438,
        29.2500,  -3.566046,    1.440,
        29.3000,  -3.561875,    1.444,
        29.3500,  -3.557668,    1.449,
        29.4000,  -3.553657,    1.453,
        29.4500,  -3.549408,    1.458,
        29.5000,  -3.545301,    1.463,
        29.5500,  -3.541281,    1.469,
        29.6000,  -3.537017,    1.475,
        29.6500,  -3.532898,    1.481,
        29.7000,  -3.528666,    1.486,
        29.7500,  -3.524559,    1.493,
        29.8000,  -3.520248,    1.499,
        29.8500,  -3.516085,    1.505,
        29.9000,  -3.511863,    1.510,
        29.9500,  -3.507829,    1.516,
        30.0000,  -3.503494,    1.522,
        30.0500,  -3.499452,    1.527,
        30.1000,  -3.495270,    1.534,
        30.1500,  -3.491204,    1.540,
        30.2000,  -3.487027,    1.546,
        30.2500,  -3.482730,    1.554,
        30.3000,  -3.478753,    1.559,
        30.3500,  -3.474498,    1.565,
        30.4000,  -3.470285,    1.572,
        30.4500,  -3.465959,    1.579,
        30.5000,  -3.461894,    1.585,
        30.5500,  -3.457702,    1.591,
        30.6000,  -3.453721,    1.598,
        30.6500,  -3.449435,    1.604,
        30.7000,  -3.445302,    1.611,
        30.7500,  -3.441124,    1.618,
        30.8000,  -3.437019,    1.623,
        30.8500,  -3.432851,    1.629,
        30.9000,  -3.428538,    1.636,
        30.9500,  -3.424584,    1.642,
        31.0000,  -3.420196,    1.650,
        31.0500,  -3.416048,    1.656,
        31.1000,  -3.411879,    1.663,
        31.1500,  -3.407647,    1.670,
        31.2000,  -3.403615,    1.677,
        31.2500,  -3.399474,    1.684,
        31.3000,  -3.395295,    1.690,
        31.3500,  -3.391133,    1.697,
        31.4000,  -3.386877,    1.705,
        31.4500,  -3.382881,    1.711,
        31.5000,  -3.378723,    1.718,
        31.5500,  -3.374300,    1.727,
        31.6000,  -3.370265,    1.733,
        31.6500,  -3.366037,    1.740,
        31.7000,  -3.361863,    1.747,
        31.7500,  -3.357759,    1.754,
        31.8000,  -3.353615,    1.762,
        31.8500,  -3.349371,    1.768,
        31.9000,  -3.345305,    1.775,
        31.9500,  -3.341234,    1.782,
        32.0000,  -3.336890,    1.790,
        32.0500,  -3.332762,    1.797,
        32.1000,  -3.328700,    1.804,
        32.1500,  -3.324436,    1.811,
        32.2000,  -3.320208,    1.818,
        32.2500,  -3.315993,    1.825,
        32.3000,  -3.311896,    1.833,
        32.3500,  -3.307730,    1.840,
        32.4000,  -3.303579,    1.848,
        32.4500,  -3.299432,    1.854,
        32.5000,  -3.295276,    1.862,
        32.5500,  -3.291211,    1.869,
        32.6000,  -3.286897,    1.876,
        32.6500,  -3.282849,    1.883,
        32.7000,  -3.278556,    1.890,
        32.7500,  -3.274354,    1.896,
        32.8000,  -3.270116,    1.902,
        32.8500,  -3.265994,    1.908,
        32.9000,  -3.262017,    1.915,
        32.9500,  -3.257686,    1.922,
        33.0000,  -3.253586,    1.929,
        33.0500,  -3.249396,    1.936,
        33.1000,  -3.245277,    1.943,
        33.1500,  -3.241201,    1.950,
        33.2000,  -3.237040,    1.957,
        33.2500,  -3.232801,    1.964,
        33.3000,  -3.228580,    1.970,
        33.3500,  -3.224323,    1.977,
        33.4000,  -3.220127,    1.984,
        33.4500,  -3.215937,    1.990,
        33.5000,  -3.211838,    1.993,
        33.5500,  -3.207737,    1.999,
        33.6000,  -3.203596,    2.005,
        33.6500,  -3.199442,    2.012,
        33.7000,  -3.195335,    2.020,
        33.7500,  -3.191135,    2.028,
        33.8000,  -3.186861,    2.033,
        33.8500,  -3.182776,    2.035,
        33.9000,  -3.178665,    2.043,
        33.9500,  -3.174345,    2.052,
        34.0000,  -3.170178,    2.060,
        34.0500,  -3.165992,    2.068,
        34.1000,  -3.161918,    2.076,
        34.1500,  -3.157799,    2.084,
        34.2000,  -3.153508,    2.091,
        34.2500,  -3.149444,    2.099,
        34.3000,  -3.145332,    2.106,
        34.3500,  -3.141134,    2.115,
        34.4000,  -3.137068,    2.123,
        34.4500,  -3.132769,    2.131,
        34.5000,  -3.128483,    2.140,
        34.5500,  -3.124453,    2.148,
        34.6000,  -3.120242,    2.157,
        34.6500,  -3.115894,    2.165,
        34.7000,  -3.111992,    2.173,
        34.7500,  -3.107787,    2.182,
        34.8000,  -3.103645,    2.190,
        34.8500,  -3.099395,    2.200,
        34.9000,  -3.095317,    2.207,
        34.9500,  -3.091127,    2.216,
        35.0000,  -3.087083,    2.224,
        35.0500,  -3.082794,    2.234,
        35.1000,  -3.078697,    2.243,
        35.1500,  -3.074289,    2.252,
        35.2000,  -3.070250,    2.261,
        35.2500,  -3.065911,    2.270,
        35.3000,  -3.062052,    2.278,
        35.3500,  -3.057644,    2.288,
        35.4000,  -3.053674,    2.296,
        35.4500,  -3.049403,    2.307,
        35.5000,  -3.045379,    2.315,
        35.5500,  -3.041183,    2.325,
        35.6000,  -3.036898,    2.334,
        35.6500,  -3.032927,    2.342,
