Time,Displacement,Force
         0.0000,  -5.999351,    0.002,
         0.0500,  -5.998716,    0.002,
         0.1000,  -5.995747,    0.003,
         0.1500,  -5.991870,    0.005,
         0.2000,  -5.987684,    0.006,
         0.2500,  -5.983584,    0.007,
         0.3000,  -5.979376,    0.008,
         0.3500,  -5.975225,    0.009,
         0.4000,  -5.970946,    0.012,
         0.4500,  -5.966914,    0.012,
         0.5000,  -5.962751,    0.014,
         0.5500,  -5.958543,    0.015,
         0.6000,  -5.954352,    0.016,
         0.6500,  -5.950133,    0.018,
         0.7000,  -5.946009,    0.020,
         0.7500,  -5.941862,    0.021,
         0.8000,  -5.937546,    0.022,
         0.8500,  -5.933343,    0.024,
         0.9000,  -5.929196,    0.025,
         0.9500,  -5.925022,    0.026,
         1.0000,  -5.920793,    0.028,
         1.0500,  -5.916631,    0.030,
         1.1000,  -5.912484,    0.031,
         1.1500,  -5.908342,    0.033,
         1.2000,  -5.904155,    0.035,
         1.2500,  -5.899989,    0.037,
         1.3000,  -5.895886,    0.038,
         1.3500,  -5.891646,    0.040,
         1.4000,  -5.887484,    0.041,
         1.4500,  -5.883366,    0.043,
         1.5000,  -5.879160,    0.045,
         1.5500,  -5.874955,    0.047,
         1.6000,  -5.870693,    0.048,
         1.6500,  -5.866531,    0.050,
         1.7000,  -5.862356,    0.052,
         1.7500,  -5.858243,    0.054,
         1.8000,  -5.854011,    0.056,
         1.8500,  -5.849854,    0.058,
         1.9000,  -5.845754,    0.060,
         1.9500,  -5.841560,    0.062,
         2.0000,  -5.837369,    0.064,
         2.0500,  -5.833251,    0.066,
         2.1000,  -5.829044,    0.069,
         2.1500,  -5.824920,    0.071,
         2.2000,  -5.820787,    0.073,
         2.2500,  -5.816551,    0.076,
         2.3000,  -5.812322,    0.078,
         2.3500,  -5.808095,    0.081,
         2.4000,  -5.803931,    0.083,
         2.4500,  -5.799751,    0.085,
         2.5000,  -5.795594,    0.088,
         2.5500,  -5.791512,    0.091,
         2.6000,  -5.787277,    0.093,
         2.6500,  -5.783210,    0.096,
         2.7000,  -5.778984,    0.098,
         2.7500,  -5.774852,    0.101,
         2.8000,  -5.770708,    0.104,
         2.8500,  -5.766521,    0.106,
         2.9000,  -5.762355,    0.110,
         2.9500,  -5.758210,    0.112,
         3.0000,  -5.753920,    0.116,
         3.0500,  -5.749641,    0.119,
         3.1000,  -5.745508,    0.122,
         3.1500,  -5.741494,    0.125,
         3.2000,  -5.737181,    0.129,
         3.2500,  -5.733086,    0.131,
         3.3000,  -5.728956,    0.135,
         3.3500,  -5.724776,    0.138,
         3.4000,  -5.720563,    0.142,
         3.4500,  -5.716481,    0.145,
         3.5000,  -5.712277,    0.148,
         3.5500,  -5.708148,    0.152,
         3.6000,  -5.703983,    0.155,
         3.6500,  -5.699801,    0.159,
         3.7000,  -5.695546,    0.163,
         3.7500,  -5.691262,    0.167,
         3.8000,  -5.687226,    0.170,
         3.8500,  -5.683022,    0.174,
         3.9000,  -5.678866,    0.178,
         3.9500,  -5.674735,    0.182,
         4.0000,  -5.670420,    0.186,
         4.0500,  -5.666396,    0.190,
         4.1000,  -5.662243,    0.194,
         4.1500,  -5.658064,    0.199,
         4.2000,  -5.653879,    0.203,
         4.2500,  -5.649762,    0.208,
         4.3000,  -5.645567,    0.212,
         4.3500,  -5.641448,    0.217,
         4.4000,  -5.637222,    0.221,
         4.4500,  -5.632867,    0.226,
         4.5000,  -5.628696,    0.230,
         4.5500,  -5.624762,    0.235,
         4.6000,  -5.620477,    0.241,
         4.6500,  -5.616326,    0.245,
         4.7000,  -5.612186,    0.250,
         4.7500,  -5.607988,    0.255,
         4.8000,  -5.603917,    0.260,
         4.8500,  -5.599656,    0.266,
         4.9000,  -5.595608,    0.270,
         4.9500,  -5.591419,    0.276,
         5.0000,  -5.587277,    0.282,
         5.0500,  -5.582908,    0.287,
         5.1000,  -5.578721,    0.292,
         5.1500,  -5.574646,    0.298,
         5.2000,  -5.570455,    0.304,
         5.2500,  -5.566420,    0.309,
         5.3000,  -5.562081,    0.315,
         5.3500,  -5.557956,    0.321,
         5.4000,  -5.553806,    0.327,
         5.4500,  -5.549720,    0.333,
         5.5000,  -5.545528,    0.339,
         5.5500,  -5.541322,    0.346,
         5.6000,  -5.537194,    0.352,
         5.6500,  -5.533027,    0.358,
         5.7000,  -5.528877,    0.364,
         5.7500,  -5.524632,    0.371,
         5.8000,  -5.520430,    0.378,
         5.8500,  -5.516196,    0.385,
         5.9000,  -5.512091,    0.391,
         5.9500,  -5.507944,    0.398,
         6.0000,  -5.503829,    0.405,
         6.0500,  -5.499583,    0.412,
         6.1000,  -5.495506,    0.418,
         6.1500,  -5.491318,    0.426,
         6.2000,  -5.487233,    0.434,
         6.2500,  -5.482981,    0.441,
         6.3000,  -5.478793,    0.448,
         6.3500,  -5.474690,    0.455,
         6.4000,  -5.470320,    0.463,
         6.4500,  -5.466222,    0.472,
         6.5000,  -5.462076,    0.479,
         6.5500,  -5.457827,    0.486,
         6.6000,  -5.453720,    0.495,
         6.6500,  -5.449550,    0.503,
         6.7000,  -5.445421,    0.511,
         6.7500,  -5.441213,    0.519,
         6.8000,  -5.437146,    0.528,
         6.8500,  -5.432937,    0.537,
         6.9000,  -5.428881,    0.544,
         6.9500,  -5.424772,    0.553,
         7.0000,  -5.420461,    0.562,
         7.0500,  -5.416180,    0.571,
         7.1000,  -5.411989,    0.580,
         7.1500,  -5.407886,    0.588,
         7.2000,  -5.403636,    0.598,
         7.2500,  -5.399553,    0.606,
         7.3000,  -5.395426,    0.616,
         7.3500,  -5.391191,    0.625,
         7.4000,  -5.387113,    0.635,
         7.4500,  -5.382963,    0.644,
         7.5000,  -5.378769,    0.654,
         7.5500,  -5.374601,    0.664,
         7.6000,  -5.370483,    0.673,
         7.6500,  -5.366229,    0.684,
         7.7000,  -5.361949,    0.694,
         7.7500,  -5.357815,    0.704,
         7.8000,  -5.353698,    0.714,
         7.8500,  -5.349519,    0.724,
         7.9000,  -5.345372,    0.735,
         7.9500,  -5.341208,    0.745,
         8.0000,  -5.337024,    0.756,
         8.0500,  -5.332902,    0.767,
         8.1000,  -5.328734,    0.777,
         8.1500,  -5.324553,    0.789,
         8.2000,  -5.320486,    0.799,
         8.2500,  -5.316256,    0.811,
         8.3000,  -5.312103,    0.822,
         8.3500,  -5.307737,    0.834,
         8.4000,  -5.303722,    0.845,
         8.4500,  -5.299478,    0.857,
         8.5000,  -5.295355,    0.868,
         8.5500,  -5.291087,    0.881,
         8.6000,  -5.286951,    0.892,
         8.6500,  -5.282991,    0.904,
         8.7000,  -5.278690,    0.917,
         8.7500,  -5.274580,    0.929,
         8.8000,  -5.270461,    0.941,
         8.8500,  -5.266223,    0.954,
         8.9000,  -5.262110,    0.966,
         8.9500,  -5.257826,    0.979,
         9.0000,  -5.253622,    0.993,
         9.0500,  -5.249419,    1.005,
         9.1000,  -5.245354,    1.018,
         9.1500,  -5.241156,    1.031,
         9.2000,  -5.237002,    1.044,
         9.2500,  -5.232875,    1.058,
         9.3000,  -5.228661,    1.071,
         9.3500,  -5.224563,    1.085,
         9.4000,  -5.220353,    1.098,
         9.4500,  -5.216298,    1.111,
         9.5000,  -5.212130,    1.125,
         9.5500,  -5.207909,    1.140,
         9.6000,  -5.203607,    1.154,
         9.6500,  -5.199440,    1.169,
         9.7000,  -5.195218,    1.183,
         9.7500,  -5.191129,    1.198,
         9.8000,  -5.187012,    1.212,
         9.8500,  -5.182860,    1.226,
         9.9000,  -5.178591,    1.242,
         9.9500,  -5.174531,    1.257,
        10.0000,  -5.170415,    1.271,
        10.0500,  -5.166291,    1.286,
        10.1000,  -5.162093,    1.302,
        10.1500,  -5.157906,    1.317,
        10.2000,  -5.153701,    1.333,
        10.2500,  -5.149387,    1.350,
        10.3000,  -5.145217,    1.365,
        10.3500,  -5.141117,    1.381,
        10.4000,  -5.137031,    1.396,
        10.4500,  -5.132847,    1.413,
        10.5000,  -5.128779,    1.428,
        10.5500,  -5.124508,    1.445,
        10.6000,  -5.120366,    1.462,
        10.6500,  -5.116172,    1.478,
        10.7000,  -5.112032,    1.495,
        10.7500,  -5.107932,    1.512,
        10.8000,  -5.103763,    1.528,
        10.8500,  -5.099502,    1.545,
        10.9000,  -5.095276,    1.563,
        10.9500,  -5.091069,    1.579,
        11.0000,  -5.087063,    1.596,
        11.0500,  -5.082792,    1.615,
        11.1000,  -5.078725,    1.631,
        11.1500,  -5.074557,    1.648,
        11.2000,  -5.070366,    1.667,
        11.2500,  -5.066215,    1.684,
        11.3000,  -5.062085,    1.702,
        11.3500,  -5.057847,    1.721,
        11.4000,  -5.053773,    1.738,
        11.4500,  -5.049411,    1.758,
        11.5000,  -5.045310,    1.776,
        11.5500,  -5.041120,    1.795,
        11.6000,  -5.036944,    1.813,
        11.6500,  -5.032874,    1.831,
        11.7000,  -5.028661,    1.850,
        11.7500,  -5.024516,    1.869,
        11.8000,  -5.020409,    1.888,
        11.8500,  -5.016214,    1.907,
        11.9000,  -5.012063,    1.925,
        11.9500,  -5.007948,    1.944,
        12.0000,  -5.003719,    1.964,
        12.0500,  -4.999484,    1.984,
        12.1000,  -4.995288,    2.004,
        12.1500,  -4.991101,    2.024,
        12.2000,  -4.987041,    2.043,
        12.2500,  -4.982858,    2.062,
        12.3000,  -4.978618,    2.083,
        12.3500,  -4.974494,    2.102,
        12.4000,  -4.970375,    2.122,
        12.4500,  -4.966224,    2.141,
        12.5000,  -4.962097,    2.161,
        12.5500,  -4.957862,    2.181,
        12.6000,  -4.953586,    2.202,
        12.6500,  -4.949483,    2.222,
        12.7000,  -4.945257,    2.241,
        12.7500,  -4.941085,    2.262,
        12.8000,  -4.936962,    2.281,
        12.8500,  -4.932831,    2.301,
        12.9000,  -4.928644,    2.320,
        12.9500,  -4.924484,    2.339,
        13.0000,  -4.920324,    2.359,
        13.0500,  -4.916198,    2.379,
        13.1000,  -4.912070,    2.399,
        13.1500,  -4.907874,    2.419,
        13.2000,  -4.903625,    2.439,
        13.2500,  -4.899484,    2.459,
        13.3000,  -4.895223,    2.478,
        13.3500,  -4.890986,    2.495,
        13.4000,  -4.886809,    2.507,
        13.4500,  -4.882798,    2.524,
        13.5000,  -4.878594,    2.543,
        13.5500,  -4.874551,    2.562,
        13.6000,  -4.870288,    2.581,
        13.6500,  -4.866057,    2.601,
        13.7000,  -4.861989,    2.619,
        13.7500,  -4.857828,    2.637,
        13.8000,  -4.853598,    2.656,
        13.8500,  -4.849349,    2.675,
        13.9000,  -4.845217,    2.693,
        13.9500,  -4.841013,    2.711,
        14.0000,  -4.836839,    2.726,
        14.0500,  -4.832596,    2.741,
        14.1000,  -4.828497,    2.754,
        14.1500,  -4.824396,    2.769,
        14.2000,  -4.820269,    2.785,
        14.2500,  -4.816124,    2.802,
        14.3000,  -4.811911,    2.818,
        14.3500,  -4.807785,    2.835,
        14.4000,  -4.803568,    2.851,
        14.4500,  -4.799242,    2.864,
        14.5000,  -4.795046,    2.878,
        14.5500,  -4.791010,    2.892,
        14.6000,  -4.786860,    2.907,
        14.6500,  -4.782668,    2.921,
        14.7000,  -4.778497,    2.936,
        14.7500,  -4.774330,    2.951,
        14.8000,  -4.770174,    2.966,
        14.8500,  -4.766050,    2.981,
        14.9000,  -4.761944,    2.991,
        14.9500,  -4.757487,    3.002,
