Time,Displacement,Force
         0.0000,  -5.999804,    0.059,
         0.0500,  -5.999372,    0.059,
         0.1000,  -5.996076,    0.059,
         0.1500,  -5.992026,    0.059,
         0.2000,  -5.987899,    0.059,
         0.2500,  -5.983727,    0.059,
         0.3000,  -5.979550,    0.060,
         0.3500,  -5.975368,    0.060,
         0.4000,  -5.971225,    0.060,
         0.4500,  -5.967032,    0.060,
         0.5000,  -5.962862,    0.060,
         0.5500,  -5.958673,    0.060,
         0.6000,  -5.954496,    0.060,
         0.6500,  -5.950377,    0.060,
         0.7000,  -5.946182,    0.060,
         0.7500,  -5.942023,    0.060,
         0.8000,  -5.937799,    0.060,
         0.8500,  -5.933503,    0.060,
         0.9000,  -5.929318,    0.060,
         0.9500,  -5.925157,    0.060,
         1.0000,  -5.920961,    0.060,
         1.0500,  -5.916820,    0.060,
         1.1000,  -5.912669,    0.060,
         1.1500,  -5.908486,    0.060,
         1.2000,  -5.904344,    0.060,
         1.2500,  -5.900197,    0.060,
         1.3000,  -5.895989,    0.060,
         1.3500,  -5.891845,    0.060,
         1.4000,  -5.887696,    0.060,
         1.4500,  -5.883517,    0.060,
         1.5000,  -5.879384,    0.060,
         1.5500,  -5.875075,    0.060,
         1.6000,  -5.870819,    0.060,
         1.6500,  -5.866674,    0.060,
         1.7000,  -5.862528,    0.060,
         1.7500,  -5.858366,    0.061,
         1.8000,  -5.854185,    0.061,
         1.8500,  -5.850050,    0.061,
         1.9000,  -5.845869,    0.061,
         1.9500,  -5.841714,    0.061,
         2.0000,  -5.837565,    0.061,
         2.0500,  -5.833410,    0.061,
         2.1000,  -5.829225,    0.061,
         2.1500,  -5.825091,    0.061,
         2.2000,  -5.820917,    0.061,
         2.2500,  -5.816666,    0.061,
         2.3000,  -5.812459,    0.061,
         2.3500,  -5.808222,    0.061,
         2.4000,  -5.804101,    0.061,
         2.4500,  -5.799923,    0.061,
         2.5000,  -5.795767,    0.061,
         2.5500,  -5.791603,    0.062,
         2.6000,  -5.787436,    0.062,
         2.6500,  -5.783313,    0.061,
         2.7000,  -5.779157,    0.062,
         2.7500,  -5.775005,    0.062,
         2.8000,  -5.770820,    0.062,
         2.8500,  -5.766664,    0.062,
         2.9000,  -5.762523,    0.062,
         2.9500,  -5.758333,    0.062,
         3.0000,  -5.754050,    0.062,
         3.0500,  -5.749843,    0.062,
         3.1000,  -5.745701,    0.062,
         3.1500,  -5.741534,    0.062,
         3.2000,  -5.737361,    0.062,
         3.2500,  -5.733230,    0.062,
         3.3000,  -5.729066,    0.062,
         3.3500,  -5.724904,    0.062,
         3.4000,  -5.720752,    0.062,
         3.4500,  -5.716565,    0.062,
         3.5000,  -5.712473,    0.062,
         3.5500,  -5.708275,    0.062,
         3.6000,  -5.704150,    0.062,
         3.6500,  -5.699959,    0.062,
         3.7000,  -5.695656,    0.062,
         3.7500,  -5.691464,    0.062,
         3.8000,  -5.687308,    0.063,
         3.8500,  -5.683137,    0.063,
         3.9000,  -5.678999,    0.063,
         3.9500,  -5.674846,    0.063,
         4.0000,  -5.670670,    0.063,
         4.0500,  -5.666516,    0.063,
         4.1000,  -5.662349,    0.063,
         4.1500,  -5.658229,    0.063,
         4.2000,  -5.654051,    0.063,
         4.2500,  -5.649890,    0.063,
         4.3000,  -5.645766,    0.063,
         4.3500,  -5.641525,    0.064,
         4.4000,  -5.637274,    0.064,
         4.4500,  -5.633068,    0.064,
         4.5000,  -5.628919,    0.064,
         4.5500,  -5.624772,    0.064,
         4.6000,  -5.620590,    0.064,
         4.6500,  -5.616471,    0.064,
         4.7000,  -5.612306,    0.064,
         4.7500,  -5.608136,    0.064,
         4.8000,  -5.603984,    0.064,
         4.8500,  -5.599809,    0.064,
         4.9000,  -5.595692,    0.064,
         4.9500,  -5.591509,    0.064,
         5.0000,  -5.587345,    0.064,
         5.0500,  -5.583110,    0.064,
         5.1000,  -5.578865,    0.064,
         5.1500,  -5.574720,    0.064,
         5.2000,  -5.570536,    0.064,
         5.2500,  -5.566400,    0.064,
         5.3000,  -5.562220,    0.065,
         5.3500,  -5.558079,    0.064,
         5.4000,  -5.553923,    0.065,
         5.4500,  -5.549784,    0.065,
         5.5000,  -5.545638,    0.065,
         5.5500,  -5.541449,    0.065,
         5.6000,  -5.537308,    0.065,
         5.6500,  -5.533146,    0.065,
         5.7000,  -5.528931,    0.065,
         5.7500,  -5.524654,    0.065,
         5.8000,  -5.520497,    0.065,
         5.8500,  -5.516325,    0.065,
