time,Force,Displacement
         8.3500,  -5.307830,    0.033,
         8.4000,  -5.303643,    0.033,
         8.4500,  -5.299479,    0.033,
         8.5000,  -5.295363,    0.033,
         8.5500,  -5.291160,    0.033,
         8.6000,  -5.287064,    0.033,
         8.6500,  -5.282876,    0.033,
         8.7000,  -5.278720,    0.033,
         8.7500,  -5.274581,    0.033,
         8.8000,  -5.270425,    0.033,
         8.8500,  -5.266246,    0.034,
         8.9000,  -5.262116,    0.034,
         8.9500,  -5.257840,    0.034,
         9.0000,  -5.253605,    0.034,
         9.0500,  -5.249468,    0.034,
         9.1000,  -5.245310,    0.034,
         9.1500,  -5.241133,    0.034,
         9.2000,  -5.237007,    0.035,
         9.2500,  -5.232859,    0.035,
         9.3000,  -5.228698,    0.035,
         9.3500,  -5.224539,    0.035,
         9.4000,  -5.220398,    0.035,
         9.4500,  -5.216246,    0.035,
         9.5000,  -5.212080,    0.035,
         9.5500,  -5.207892,    0.035,
         9.6000,  -5.203582,    0.035,
         9.6500,  -5.199421,    0.036,
         9.7000,  -5.195294,    0.036,
         9.7500,  -5.191103,    0.036,
         9.8000,  -5.186963,    0.036,
         9.8500,  -5.182823,    0.036,
         9.9000,  -5.178673,    0.037,
         9.9500,  -5.174520,    0.037,
        10.0000,  -5.170356,    0.037,
        10.0500,  -5.166215,    0.037,
        10.1000,  -5.162034,    0.037,
        10.1500,  -5.157899,    0.037,
        10.2000,  -5.153611,    0.037,
        10.2500,  -5.149401,    0.037,
        10.3000,  -5.145246,    0.037,
        10.3500,  -5.141084,    0.038,
        10.4000,  -5.136929,    0.038,
        10.4500,  -5.132787,    0.038,
        10.5000,  -5.128647,    0.038,
        10.5500,  -5.124478,    0.038,
        10.6000,  -5.120352,    0.038,
        10.6500,  -5.116178,    0.039,
        10.7000,  -5.112044,    0.039,
        10.7500,  -5.107872,    0.039,
        10.8000,  -5.103624,    0.039,
        10.8500,  -5.099381,    0.039,
        10.9000,  -5.095227,    0.039,
        10.9500,  -5.091057,    0.039,
        11.0000,  -5.086951,    0.039,
        11.0500,  -5.082761,    0.039,
        11.1000,  -5.078604,    0.039,
        11.1500,  -5.074473,    0.039,
        11.2000,  -5.070320,    0.039,
        11.2500,  -5.066142,    0.040,
        11.3000,  -5.062015,    0.040,
        11.3500,  -5.057844,    0.040,
        11.4000,  -5.053625,    0.040,
        11.4500,  -5.049355,    0.040,
        11.5000,  -5.045212,    0.041,
        11.5500,  -5.041072,    0.041,
        11.6000,  -5.036911,    0.041,
        11.6500,  -5.032768,    0.041,
        11.7000,  -5.028598,    0.041,
        11.7500,  -5.024449,    0.041,
        11.8000,  -5.020288,    0.041,
        11.8500,  -5.016155,    0.041,
        11.9000,  -5.011991,    0.041,
        11.9500,  -5.007858,    0.041,
        12.0000,  -5.003609,    0.042,
        12.0500,  -4.999360,    0.042,
        12.1000,  -4.995176,    0.042,
        12.1500,  -4.991055,    0.042,
        12.2000,  -4.986882,    0.043,
        12.2500,  -4.982733,    0.043,
        12.3000,  -4.978610,    0.043,
        12.3500,  -4.974423,    0.043,
        12.4000,  -4.970283,    0.043,
        12.4500,  -4.966137,    0.043,
        12.5000,  -4.961996,    0.044,
        12.5500,  -4.957813,    0.044,
        12.6000,  -4.953584,    0.044,
        12.6500,  -4.949327,    0.044,
        12.7000,  -4.945169,    0.045,
        12.7500,  -4.941025,    0.045,
        12.8000,  -4.936890,    0.045,
        12.8500,  -4.932706,    0.045,
        12.9000,  -4.928567,    0.045,
        12.9500,  -4.924390,    0.045,
        13.0000,  -4.920258,    0.045,
        13.0500,  -4.916115,    0.045,
        13.1000,  -4.911951,    0.045,
        13.1500,  -4.907804,    0.045,
        13.2000,  -4.903553,    0.046,
        13.2500,  -4.899301,    0.046,
        13.3000,  -4.895150,    0.046,
        13.3500,  -4.891001,    0.047,
        13.4000,  -4.886840,    0.047,
        13.4500,  -4.882693,    0.047,
        13.5000,  -4.878570,    0.047,
        13.5500,  -4.874382,    0.047,
        13.6000,  -4.870244,    0.047,
        13.6500,  -4.866083,    0.047,
        13.7000,  -4.861925,    0.048,
        13.7500,  -4.857793,    0.048,
        13.8000,  -4.853477,    0.048,
        13.8500,  -4.849292,    0.049,
        13.9000,  -4.845117,    0.049,
        13.9500,  -4.840984,    0.049,
        14.0000,  -4.836821,    0.049,
        14.0500,  -4.832669,    0.049,
        14.1000,  -4.828516,    0.049,
        14.1500,  -4.824367,    0.049,
        14.2000,  -4.820211,    0.050,
        14.2500,  -4.816068,    0.050,
        14.3000,  -4.811922,    0.050,
        14.3500,  -4.807750,    0.050,
        14.4000,  -4.803425,    0.051,
        14.4500,  -4.799268,    0.051,
        14.5000,  -4.795103,    0.051,
        14.5500,  -4.790953,    0.051,
        14.6000,  -4.786808,    0.051,
        14.6500,  -4.782643,    0.051,
        14.7000,  -4.778507,    0.051,
        14.7500,  -4.774336,    0.052,
        14.8000,  -4.770210,    0.052,
        14.8500,  -4.766025,    0.052,
        14.9000,  -4.761893,    0.052,
        14.9500,  -4.757695,    0.053,
        15.0000,  -4.753384,    0.053,
        15.0500,  -4.749255,    0.053,
