         0.0000,  -5.999816,   -0.008,
         0.0500,  -5.999337,   -0.007,
         0.1000,  -5.996546,   -0.006,
         0.1500,  -5.992635,   -0.004,
         0.2000,  -5.988542,   -0.003,
         0.2500,  -5.984372,   -0.001,
         0.3000,  -5.980227,    0.000,
         0.3500,  -5.976001,    0.002,
         0.4000,  -5.971681,    0.003,
         0.4500,  -5.967665,    0.004,
         0.5000,  -5.963641,    0.005,
         0.5500,  -5.959336,    0.007,
         0.6000,  -5.955139,    0.008,
         0.6500,  -5.950821,    0.009,
         0.7000,  -5.946901,    0.011,
         0.7500,  -5.942726,    0.012,
         0.8000,  -5.938464,    0.014,
         0.8500,  -5.934125,    0.015,
         0.9000,  -5.929982,    0.016,
         0.9500,  -5.925749,    0.018,
         1.0000,  -5.921614,    0.018,
         1.0500,  -5.917429,    0.020,
         1.1000,  -5.913264,    0.021,
         1.1500,  -5.909097,    0.022,
         1.2000,  -5.904946,    0.024,
         1.2500,  -5.900784,    0.025,
         1.3000,  -5.896600,    0.026,
         1.3500,  -5.892449,    0.028,
         1.4000,  -5.888285,    0.029,
         1.4500,  -5.884126,    0.031,
         1.5000,  -5.879945,    0.033,
         1.5500,  -5.875708,    0.034,
         1.6000,  -5.871475,    0.035,
         1.6500,  -5.867270,    0.037,
         1.7000,  -5.863094,    0.039,
         1.7500,  -5.858975,    0.040,
         1.8000,  -5.854798,    0.041,
         1.8500,  -5.850639,    0.043,
         1.9000,  -5.846445,    0.045,
         1.9500,  -5.842307,    0.046,
         2.0000,  -5.838126,    0.048,
         2.0500,  -5.833977,    0.049,
         2.1000,  -5.829841,    0.051,
         2.1500,  -5.825668,    0.054,
         2.2000,  -5.821530,    0.055,
         2.2500,  -5.817315,    0.057,
         2.3000,  -5.813043,    0.059,
         2.3500,  -5.808787,    0.061,
         2.4000,  -5.804739,    0.063,
         2.4500,  -5.800539,    0.065,
         2.5000,  -5.796349,    0.066,
         2.5500,  -5.792196,    0.068,
         2.6000,  -5.788043,    0.071,
         2.6500,  -5.783863,    0.074,
         2.7000,  -5.779744,    0.076,
         2.7500,  -5.775447,    0.078,
         2.8000,  -5.771513,    0.080,
         2.8500,  -5.767046,    0.083,
         2.9000,  -5.762988,    0.085,
         2.9500,  -5.758964,    0.088,
         3.0000,  -5.754635,    0.090,
         3.0500,  -5.750668,    0.093,
         3.1000,  -5.746277,    0.096,
         3.1500,  -5.742123,    0.099,
         3.2000,  -5.737953,    0.102,
         3.2500,  -5.733702,    0.104,
         3.3000,  -5.729623,    0.107,
         3.3500,  -5.725597,    0.110,
         3.4000,  -5.721332,    0.113,
         3.4500,  -5.717165,    0.116,
         3.5000,  -5.713046,    0.119,
         3.5500,  -5.708877,    0.123,
         3.6000,  -5.704695,    0.126,
         3.6500,  -5.700577,    0.129,
         3.7000,  -5.696271,    0.133,
         3.7500,  -5.692051,    0.136,
         3.8000,  -5.687880,    0.140,
         3.8500,  -5.683709,    0.143,
         3.9000,  -5.679615,    0.147,
         3.9500,  -5.675421,    0.150,
         4.0000,  -5.671297,    0.154,
         4.0500,  -5.667109,    0.159,
         4.1000,  -5.662953,    0.162,
         4.1500,  -5.658814,    0.166,
         4.2000,  -5.654638,    0.171,
         4.2500,  -5.650476,    0.175,
         4.3000,  -5.646343,    0.179,
         4.3500,  -5.642168,    0.184,
         4.4000,  -5.637874,    0.188,
         4.4500,  -5.633717,    0.193,
         4.5000,  -5.629544,    0.197,
         4.5500,  -5.625366,    0.202,
         4.6000,  -5.621184,    0.207,
         4.6500,  -5.617084,    0.211,
         4.7000,  -5.612928,    0.217,
         4.7500,  -5.608749,    0.222,
         4.8000,  -5.604633,    0.227,
         4.8500,  -5.600421,    0.232,
         4.9000,  -5.596305,    0.237,
         4.9500,  -5.592142,    0.243,
         5.0000,  -5.587975,    0.249,
         5.0500,  -5.583718,    0.255,
         5.1000,  -5.579374,    0.260,
         5.1500,  -5.575457,    0.266,
         5.2000,  -5.571194,    0.272,
         5.2500,  -5.567039,    0.278,
         5.3000,  -5.562856,    0.285,
         5.3500,  -5.558705,    0.291,
         5.4000,  -5.554585,    0.297,
         5.4500,  -5.550391,    0.304,
         5.5000,  -5.546257,    0.311,
         5.5500,  -5.542105,    0.318,
         5.6000,  -5.537958,    0.325,
         5.6500,  -5.533716,    0.332,
         5.7000,  -5.529676,    0.339,
         5.7500,  -5.525367,    0.347,
         5.8000,  -5.521132,    0.355,
         5.8500,  -5.517002,    0.362,
         5.9000,  -5.512839,    0.371,
         5.9500,  -5.508677,    0.379,
         6.0000,  -5.504536,    0.386,
         6.0500,  -5.500382,    0.394,
         6.1000,  -5.496213,    0.403,
         6.1500,  -5.492098,    0.412,
         6.2000,  -5.487925,    0.421,
         6.2500,  -5.483787,    0.429,
         6.3000,  -5.479514,    0.438,
         6.3500,  -5.475487,    0.447,
         6.4000,  -5.471185,    0.457,
         6.4500,  -5.466907,    0.466,
         6.5000,  -5.462758,    0.476,
         6.5500,  -5.458686,    0.484,
         6.6000,  -5.454528,    0.495,
         6.6500,  -5.450315,    0.505,
         6.7000,  -5.446232,    0.514,
         6.7500,  -5.442031,    0.524,
         6.8000,  -5.437826,    0.534,
         6.8500,  -5.433740,    0.543,
         6.9000,  -5.429488,    0.553,
         6.9500,  -5.425450,    0.562,
         7.0000,  -5.421278,    0.573,
         7.0500,  -5.417016,    0.584,
         7.1000,  -5.412805,    0.596,
         7.1500,  -5.408623,    0.608,
         7.2000,  -5.404488,    0.619,
         7.2500,  -5.400322,    0.631,
         7.3000,  -5.396158,    0.644,
         7.3500,  -5.392014,    0.656,
         7.4000,  -5.387807,    0.667,
         7.4500,  -5.383675,    0.678,
         7.5000,  -5.379511,    0.690,
         7.5500,  -5.375326,    0.702,
         7.6000,  -5.371254,    0.713,
         7.6500,  -5.367034,    0.726,
         7.7000,  -5.362785,    0.738,
         7.7500,  -5.358477,    0.749,
         7.8000,  -5.354346,    0.759,
         7.8500,  -5.350236,    0.772,
         7.9000,  -5.346097,    0.784,
         7.9500,  -5.341878,    0.795,
         8.0000,  -5.337765,    0.806,
         8.0500,  -5.333645,    0.820,
         8.1000,  -5.329498,    0.834,
         8.1500,  -5.325311,    0.846,
         8.2000,  -5.321128,    0.858,
         8.2500,  -5.316931,    0.869,
         8.3000,  -5.312740,    0.878,
         8.3500,  -5.308556,    0.892,
         8.4000,  -5.304371,    0.906,
         8.4500,  -5.300169,    0.919,
         8.5000,  -5.296051,    0.933,
         8.5500,  -5.291903,    0.948,
         8.6000,  -5.287745,    0.962,
         8.6500,  -5.283605,    0.976,
         8.7000,  -5.279448,    0.990,
         8.7500,  -5.275259,    1.005,
         8.8000,  -5.271155,    1.018,
         8.8500,  -5.266909,    1.029,
         8.9000,  -5.262802,    1.043,
         8.9500,  -5.258629,    1.060,
         9.0000,  -5.254345,    1.077,
         9.0500,  -5.250181,    1.091,
         9.1000,  -5.246042,    1.106,
         9.1500,  -5.241895,    1.122,
         9.2000,  -5.237736,    1.138,
         9.2500,  -5.233570,    1.154,
