         0.0000,  -5.999827,    0.345,
         0.0500,  -5.999362,    0.346,
         0.1000,  -5.996588,    0.350,
         0.1500,  -5.992708,    0.356,
         0.2000,  -5.988659,    0.360,
         0.2500,  -5.984454,    0.365,
         0.3000,  -5.980289,    0.369,
         0.3500,  -5.976118,    0.372,
         0.4000,  -5.971918,    0.375,
         0.4500,  -5.967767,    0.378,
         0.5000,  -5.963515,    0.380,
         0.5500,  -5.959380,    0.381,
         0.6000,  -5.955167,    0.384,
         0.6500,  -5.951035,    0.386,
         0.7000,  -5.946834,    0.388,
         0.7500,  -5.942657,    0.390,
         0.8000,  -5.938464,    0.391,
         0.8500,  -5.934147,    0.392,
         0.9000,  -5.929965,    0.394,
         0.9500,  -5.925784,    0.395,
         1.0000,  -5.921607,    0.396,
         1.0500,  -5.917462,    0.398,
         1.1000,  -5.913268,    0.399,
         1.1500,  -5.909120,    0.400,
         1.2000,  -5.904930,    0.400,
         1.2500,  -5.900774,    0.401,
         1.3000,  -5.896607,    0.402,
         1.3500,  -5.892446,    0.403,
         1.4000,  -5.888284,    0.404,
         1.4500,  -5.884136,    0.404,
         1.5000,  -5.879985,    0.405,
         1.5500,  -5.875698,    0.406,
         1.6000,  -5.871454,    0.407,
         1.6500,  -5.867260,    0.408,
         1.7000,  -5.863115,    0.409,
         1.7500,  -5.858941,    0.409,
         1.8000,  -5.854783,    0.410,
         1.8500,  -5.850609,    0.411,
         1.9000,  -5.846458,    0.411,
         1.9500,  -5.842312,    0.412,
         2.0000,  -5.838133,    0.413,
         2.0500,  -5.833963,    0.413,
         2.1000,  -5.829778,    0.414,
         2.1500,  -5.825657,    0.414,
         2.2000,  -5.821501,    0.415,
         2.2500,  -5.817297,    0.415,
         2.3000,  -5.812986,    0.416,
         2.3500,  -5.808813,    0.417,
         2.4000,  -5.804676,    0.417,
         2.4500,  -5.800489,    0.418,
         2.5000,  -5.796353,    0.418,
         2.5500,  -5.792194,    0.419,
         2.6000,  -5.788033,    0.419,
         2.6500,  -5.783858,    0.420,
         2.7000,  -5.779699,    0.420,
         2.7500,  -5.775558,    0.421,
         2.8000,  -5.771378,    0.421,
         2.8500,  -5.767242,    0.422,
         2.9000,  -5.763084,    0.422,
         2.9500,  -5.758896,    0.423,
         3.0000,  -5.754631,    0.423,
         3.0500,  -5.750400,    0.424,
         3.1000,  -5.746218,    0.424,
         3.1500,  -5.742074,    0.425,
         3.2000,  -5.737919,    0.425,
         3.2500,  -5.733776,    0.425,
         3.3000,  -5.729562,    0.426,
         3.3500,  -5.725460,    0.426,
         3.4000,  -5.721302,    0.427,
         3.4500,  -5.717147,    0.428,
         3.5000,  -5.712972,    0.428,
         3.5500,  -5.708829,    0.428,
         3.6000,  -5.704673,    0.428,
         3.6500,  -5.700502,    0.429,
         3.7000,  -5.696216,    0.429,
