time,Displacement,Force
         0.0000,  -5.999814,   -0.001,
         0.0500,  -5.999280,   -0.001,
         0.1000,  -5.996273,   -0.001,
         0.1500,  -5.992200,   -0.001,
         0.2000,  -5.988084,   -0.001,
         0.2500,  -5.983957,    0.000,
         0.3000,  -5.979736,    0.000,
         0.3500,  -5.975610,    0.000,
         0.4000,  -5.971422,    0.000,
         0.4500,  -5.967254,    0.000,
         0.5000,  -5.963081,    0.000,
         0.5500,  -5.958865,    0.000,
         0.6000,  -5.954738,    0.000,
         0.6500,  -5.950555,    0.000,
         0.7000,  -5.946378,    0.001,
         0.7500,  -5.942261,    0.001,
         0.8000,  -5.938017,    0.001,
         0.8500,  -5.933744,    0.001,
         0.9000,  -5.929520,    0.001,
         0.9500,  -5.925389,    0.001,
         1.0000,  -5.921216,    0.001,
         1.0500,  -5.917034,    0.002,
         1.1000,  -5.912900,    0.002,
         1.1500,  -5.908691,    0.002,
         1.2000,  -5.904537,    0.002,
         1.2500,  -5.900366,    0.002,
         1.3000,  -5.896246,    0.003,
         1.3500,  -5.892067,    0.003,
         1.4000,  -5.887890,    0.003,
         1.4500,  -5.883738,    0.003,
         1.5000,  -5.879574,    0.003,
         1.5500,  -5.875319,    0.004,
         1.6000,  -5.871056,    0.004,
         1.6500,  -5.866870,    0.004,
         1.7000,  -5.862711,    0.005,
         1.7500,  -5.858607,    0.005,
         1.8000,  -5.854403,    0.005,
         1.8500,  -5.850254,    0.005,
         1.9000,  -5.846103,    0.005,
         1.9500,  -5.841928,    0.005,
         2.0000,  -5.837759,    0.006,
         2.0500,  -5.833605,    0.006,
         2.1000,  -5.829447,    0.006,
         2.1500,  -5.825278,    0.006,
         2.2000,  -5.821124,    0.006,
         2.2500,  -5.816929,    0.006,
         2.3000,  -5.812648,    0.007,
         2.3500,  -5.808453,    0.007,
         2.4000,  -5.804300,    0.007,
         2.4500,  -5.800156,    0.007,
         2.5000,  -5.795980,    0.007,
         2.5500,  -5.791844,    0.007,
         2.6000,  -5.787670,    0.008,
         2.6500,  -5.783495,    0.008,
         2.7000,  -5.779336,    0.008,
         2.7500,  -5.775182,    0.008,
         2.8000,  -5.771014,    0.008,
         2.8500,  -5.766873,    0.008,
         2.9000,  -5.762734,    0.009,
         2.9500,  -5.758546,    0.009,
         3.0000,  -5.754254,    0.009,
         3.0500,  -5.750071,    0.009,
         3.1000,  -5.745873,    0.009,
         3.1500,  -5.741746,    0.009,
         3.2000,  -5.737569,    0.009,
         3.2500,  -5.733446,    0.010,
         3.3000,  -5.729283,    0.010,
         3.3500,  -5.725107,    0.010,
         3.4000,  -5.720964,    0.010,
         3.4500,  -5.716793,    0.011,
         3.5000,  -5.712631,    0.011,
