time,Displacement,Force
         0.0000,  -6.000040,    0.000,
         0.0500,  -5.999516,    0.000,
         0.1000,  -5.996464,    0.000,
         0.1500,  -5.992444,    0.000,
         0.2000,  -5.988295,    0.000,
         0.2500,  -5.984161,    0.000,
         0.3000,  -5.979947,    0.001,
         0.3500,  -5.975777,    0.001,
         0.4000,  -5.971642,    0.001,
         0.4500,  -5.967423,    0.001,
         0.5000,  -5.963265,    0.001,
         0.5500,  -5.959108,    0.001,
         0.6000,  -5.954943,    0.001,
         0.6500,  -5.950761,    0.002,
         0.7000,  -5.946621,    0.002,
         0.7500,  -5.942440,    0.002,
         0.8000,  -5.938211,    0.003,
         0.8500,  -5.933892,    0.003,
         0.9000,  -5.929772,    0.003,
         0.9500,  -5.925558,    0.003,
         1.0000,  -5.921421,    0.003,
         1.0500,  -5.917249,    0.004,
         1.1000,  -5.913082,    0.004,
         1.1500,  -5.908901,    0.005,
         1.2000,  -5.904748,    0.005,
         1.2500,  -5.900592,    0.005,
         1.3000,  -5.896408,    0.005,
         1.3500,  -5.892246,    0.005,
         1.4000,  -5.888096,    0.005,
         1.4500,  -5.883929,    0.006,
         1.5000,  -5.879759,    0.006,
         1.5500,  -5.875515,    0.006,
         1.6000,  -5.871235,    0.006,
         1.6500,  -5.867103,    0.007,
         1.7000,  -5.862915,    0.007,
         1.7500,  -5.858782,    0.007,
         1.8000,  -5.854589,    0.007,
         1.8500,  -5.850410,    0.007,
         1.9000,  -5.846290,    0.007,
         1.9500,  -5.842120,    0.007,
         2.0000,  -5.837973,    0.007,
         2.0500,  -5.833806,    0.007,
         2.1000,  -5.829674,    0.008,
         2.1500,  -5.825502,    0.008,
         2.2000,  -5.821334,    0.008,
         2.2500,  -5.817130,    0.009,
         2.3000,  -5.812814,    0.009,
         2.3500,  -5.808634,    0.009,
         2.4000,  -5.804494,    0.009,
         2.4500,  -5.800355,    0.009,
         2.5000,  -5.796189,    0.009,
         2.5500,  -5.792030,    0.009,
         2.6000,  -5.787879,    0.009,
         2.6500,  -5.783691,    0.009,
         2.7000,  -5.779531,    0.010,
         2.7500,  -5.775393,    0.010,
         2.8000,  -5.771226,    0.010,
         2.8500,  -5.767057,    0.010,
         2.9000,  -5.762908,    0.010,
         2.9500,  -5.758763,    0.011,
         3.0000,  -5.754443,    0.011,
         3.0500,  -5.750249,    0.012,
         3.1000,  -5.746116,    0.012,
         3.1500,  -5.741945,    0.012,
         3.2000,  -5.737788,    0.012,
         3.2500,  -5.733618,    0.012,
         3.3000,  -5.729443,    0.012,
         3.3500,  -5.725291,    0.012,
         3.4000,  -5.721154,    0.012,
         3.4500,  -5.716984,    0.012,
         3.5000,  -5.712853,    0.013,
         3.5500,  -5.708689,    0.013,
         3.6000,  -5.704531,    0.013,
         3.6500,  -5.700352,    0.014,
         3.7000,  -5.696087,    0.014,
         3.7500,  -5.691829,    0.014,
         3.8000,  -5.687700,    0.014,
         3.8500,  -5.683535,    0.014,
         3.9000,  -5.679401,    0.015,
         3.9500,  -5.675252,    0.015,
         4.0000,  -5.671101,    0.015,
         4.0500,  -5.666958,    0.016,
         4.1000,  -5.662761,    0.016,
         4.1500,  -5.658616,    0.016,
         4.2000,  -5.654464,    0.016,
         4.2500,  -5.650281,    0.017,
         4.3000,  -5.646149,    0.017,
         4.3500,  -5.641930,    0.017,
         4.4000,  -5.637659,    0.018,
